"","ID","title","description","streetaddress","city","state","amenityfeatures","type","unclear_address","Year","full.address","latitude","longitude"
"1460","CA3424","Hound's Tooth","","12745 Garden Grove St.","Garden Grove","CA","(YC),(*)","Bars/Clubs","Google Verified Location",1970,"12745 Garden Grove St., Garden Grove, CA",NA,NA
"1461","CA3426","Hound's Tooth","","12474 Garden Grove","Garden Grove","CA","(*),(YC)","Bars/Clubs","Google Verified Location",1969,"12474 Garden Grove, Garden Grove, CA",53.4800625,-113.9496307
"1462","CA3429","Hounds Tooth","","12474 Garden Grove","Garden Grove","CA","(*)","Bars/Clubs","Google Verified Location",1968,"12474 Garden Grove, Garden Grove, CA",53.4800625,-113.9496307
"1463","CA3539","Inner Circle","","13828 Garden Grove","Garden Grove","CA","(C),(*)","Bars/Clubs","Google Verified Location",1968,"13828 Garden Grove, Garden Grove, CA",33.7744409,-117.9185743
"1464","CA3543","Inner Circle","","12889 Garden Grove St.","Garden Grove","CA","(D)","Bars/Clubs","Google Verified Location",1970,"12889 Garden Grove St., Garden Grove, CA",NA,NA
"1465","CA3544","Inner Circle ","","13828 Garden Grove","Garden Grove","CA","(C),(*)","Bars/Clubs","Google Verified Location",1969,"13828 Garden Grove, Garden Grove, CA",33.7744409,-117.9185743
"1466","CA4763","Mug","","8612 Garden Grove","Garden Grove","CA","(*)","Bars/Clubs","Google Verified Location",1970,"8612 Garden Grove, Garden Grove, CA",33.7737818050719,-117.98217666947
"1467","CA4766","Mug","","8612 Garden Grove","Garden Grove","CA","(*)","Bars/Clubs","Google Verified Location",1968,"8612 Garden Grove, Garden Grove, CA",33.7737818050719,-117.98217666947
"1468","CA4767","Mug","","8612 Garden Grove Blvd.","Garden Grove","CA","(*)","Bars/Clubs","Google Verified Location",1965,"8612 Garden Grove Blvd., Garden Grove, CA",33.7737818050719,-117.98217666947
"1469","CA4769","Mug","","8612 Garden Grove","Garden Grove","CA","(*)","Bars/Clubs","Google Verified Location",1969,"8612 Garden Grove, Garden Grove, CA",33.7737818050719,-117.98217666947
"1470","CA4772","Mug","","8612 Garden Grove","Garden Grove","CA","(*)","Bars/Clubs","Google Verified Location",1966,"8612 Garden Grove, Garden Grove, CA",33.7737818050719,-117.98217666947
"1471","CA4897","Ninety-Two-Twenty West ","","9220 W Katella Ave.","Garden Grove","CA","(YC),(*)","Bars/Clubs","Google Verified Location",1969,"9220 W Katella Ave., Garden Grove, CA",33.8031069,-117.9793667
"1472","CA5380","Play House","","8315 Garden Grove","Garden Grove","CA","","Bars/Clubs","Google Verified Location",1970,"8315 Garden Grove, Garden Grove, CA",33.7744409,-117.9185743
"1473","CA6319","Stage Door","","12792 Brookhurst","Garden Grove","CA","(*)","Bars/Clubs","Google Verified Location",1966,"12792 Brookhurst, Garden Grove, CA",33.776744,-117.956466
"1474","CA6645","Tiki Hut","","9042 Garden Grove","Garden Grove","CA","","Bars/Clubs","Google Verified Location",1966,"9042 Garden Grove, Garden Grove, CA",33.773838,-117.974240546271
"1475","CA6647","Tiki Hut","","9905 Garden Grove Bvd.","Garden Grove","CA","","Bars/Clubs","Google Verified Location",1965,"9905 Garden Grove Bvd., Garden Grove, CA",33.7739322053398,-117.959802668412
"1476","CA6648","Tiki Hut","","9042 Garden Grove","Garden Grove","CA","","Bars/Clubs","Google Verified Location",1969,"9042 Garden Grove, Garden Grove, CA",33.773838,-117.974240546271
"1477","CA6649","Tiki Hut","","9042 Garden Grove","Garden Grove","CA","","Bars/Clubs","Google Verified Location",1970,"9042 Garden Grove, Garden Grove, CA",33.773838,-117.974240546271
"1478","CA6651","Tiki Hut","","9042 Garden Grove","Garden Grove","CA","","Bars/Clubs","Google Verified Location",1968,"9042 Garden Grove, Garden Grove, CA",33.773838,-117.974240546271
"1479","CA2693","Gai Tiki","","13511 Western Ave","Gardena ","CA","(G),(D)","Bars/Clubs","Google Verified Location",1970,"13511 Western Ave, Gardena , CA",33.90898597,-118.30893849
"1480","CA2694","Gai Tiki","","13511 Western Ave","Gardena ","CA","(G),(D)","Bars/Clubs","Google Verified Location",1968,"13511 Western Ave, Gardena , CA",33.90898597,-118.30893849
"1481","CA2695","Gai Tiki ","","13511 Western Ave.","Gardena ","CA","(G),(D)","Bars/Clubs","Google Verified Location",1969,"13511 Western Ave., Gardena , CA",33.90898597,-118.30893849
"1482","CA4424","Mailbox","","1021 W. El Segundo Blvd.","Gardena ","CA","(YC),(D),(*)","Bars/Clubs","Google Verified Location",1970,"1021 W. El Segundo Blvd., Gardena , CA",33.9164528,-118.317549
"1483","IN500","Bamboo","","579 Massachusetts","Gary","IN","(M)","Bars/Clubs","Google Verified Location",1970,"579 Massachusetts, Gary, IN",41.6005665140968,-87.3356878260251
"1484","IN527","Bamboo","","579 Massachusetts","Gary","IN","(M)","Bars/Clubs","Google Verified Location",1969,"579 Massachusetts, Gary, IN",41.6005665140968,-87.3356878260251
"1485","IN528","Ron-Da-Voo","","520 Washington","Gary","IN","(M)","Bars/Clubs","Google Verified Location",1969,"520 Washington, Gary, IN",41.6007488387051,-87.338533819006
"1486","IN546","Tremont Bar","","8 mi E on U.S. 12","Gary","IN","(*)","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1969,"8 mi E on U.S. 12, Gary, IN",NA,NA
"1487","IN553","Bamboo","","579 Massachusetts","Gary","IN","(M)","Bars/Clubs","Google Verified Location",1968,"579 Massachusetts, Gary, IN",41.6005665140968,-87.3356878260251
"1488","IN554","Ron-Da-Voo","","520 Washington","Gary","IN","(M)","Bars/Clubs","Google Verified Location",1968,"520 Washington, Gary, IN",41.6007488387051,-87.338533819006
"1489","IN555","Tremont Bar","","8 mi E on U.S. 12","Gary","IN","(*)","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1968,"8 mi E on U.S. 12, Gary, IN",NA,NA
"1490","IN577","Bamboo","","579 Massachusetts","Gary","IN","(M)","Bars/Clubs","Google Verified Location",1966,"579 Massachusetts, Gary, IN",41.6005665140968,-87.3356878260251
"1491","IN578","Ron-Da-Voo","","520 Washington","Gary","IN","(M)","Bars/Clubs","Google Verified Location",1966,"520 Washington, Gary, IN",41.6007488387051,-87.338533819006
"1492","IN579","Tremont Bar","","8 mi E on U.S. 12","Gary","IN","(*)","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1966,"8 mi E on U.S. 12, Gary, IN",NA,NA
"1493","IN596","Bamboo","","579 Massachusetts","Gary","IN","(M)","Bars/Clubs","Google Verified Location",1965,"579 Massachusetts, Gary, IN",41.6005665140968,-87.3356878260251
"1494","IN600","Ron-Da-Voo","","520 Washington","Gary","IN","(M)","Bars/Clubs","Google Verified Location",1965,"520 Washington, Gary, IN",41.6007488387051,-87.338533819006
"1495","IN601","Tremont Bar","","8 mi E on U.S. 12","Gary","IN","(*)","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1965,"8 mi E on U.S. 12, Gary, IN",NA,NA
"1496","NY2966","Stampede West ","","256-21 Union Turnpike","Glen Oaks","NY","(SM)","Bars/Clubs","Google Verified Location",1969,"256-21 Union Turnpike, Glen Oaks, NY",40.7457535,-73.7148066
"1497","MA1037","Grey Finch","Inquire locally","","Glouchester","MA","","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1970,", Glouchester, MA",39.5567122,-76.4912997
"1498","MA1074","Grey Finch","Inquire locally","","Glouchester","MA","","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1969,", Glouchester, MA",39.5567122,-76.4912997
"1499","MA1115","Grey Finch","Inquire locally","","Glouchester","MA","","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1968,", Glouchester, MA",39.5567122,-76.4912997
"1500","MI092","Smitty's ","","100 Washington ","Grand Haven ","MI","","Bars/Clubs","Google Verified Location",1970,"100 Washington , Grand Haven , MI",43.0642061,-86.2318273
"1501","MI093","Snug Harbor ","","311 S. Water ","Grand Haven ","MI","","Bars/Clubs","Google Verified Location",1970,"311 S. Water , Grand Haven , MI",NA,NA
"1502","MI038","Red Mill","","41 Division St. ","Grand Rapids","MI","","Bars/Clubs","Google Verified Location",1966,"41 Division St. , Grand Rapids, MI",NA,NA
"1503","MI064","Red Mill ","","41 Division St. ","Grand Rapids","MI","","Bars/Clubs","Google Verified Location",1969,"41 Division St. , Grand Rapids, MI",NA,NA
"1504","MI094","Red Mill ","","41 Division ","Grand Rapids","MI","","Bars/Clubs","Google Verified Location",1970,"41 Division , Grand Rapids, MI",42.9595235,-85.667748
"1505","MI792","Show Bar","","","Grand Rapids","MI","","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1965,", Grand Rapids, MI",42.9632405,-85.6678639
"1506","MT003","Park Hotel Bar","","100 Central","Great Falls","MT","(M)","Hotel,Bars/Clubs","Google Verified Location",1965,"100 Central, Great Falls, MT",47.5050076,-111.2679223
"1507","MT005","Park Hotel Bar","","100 Central","Great Falls","MT","(M)","Bars/Clubs,Hotel","Google Verified Location",1966,"100 Central, Great Falls, MT",47.5050076,-111.2679223
"1508","MT009","Harvey's Steam Baths","","203 Central Ave","Great Falls","MT","","Baths","Google Verified Location",1968,"203 Central Ave, Great Falls, MT",47.5053718322406,-111.304077816414
"1509","MT010","Park Hotel Bar","","100 Central Ave","Great Falls","MT","(M)","Hotel,Bars/Clubs","Google Verified Location",1968,"100 Central Ave, Great Falls, MT",47.505201,-111.305884
"1510","MT014","Harvey's Steam Baths","","203 Central Ave","Great Falls","MT","","Baths","Google Verified Location",1969,"203 Central Ave, Great Falls, MT",47.5053718322406,-111.304077816414
"1511","MT015","Park Hotel Bar","","100 Central","Great Falls","MT","(M)","Hotel,Bars/Clubs","Google Verified Location",1969,"100 Central, Great Falls, MT",47.5050076,-111.2679223
"1512","MT019","Harvey's Steam Baths","(best weekends)","203 Central Ave","Great Falls","MT","","Baths","Google Verified Location",1970,"203 Central Ave, Great Falls, MT",47.5053718322406,-111.304077816414
"1513","MT020","Park Hotel Bar","","100 Central Ave","Great Falls","MT","(M)","Hotel,Bars/Clubs","Google Verified Location",1970,"100 Central Ave, Great Falls, MT",47.505201,-111.305884
"1514","WI512","Gail's Bar","","1101 W. Main","Green Bay","WI","(*)","Bars/Clubs","Google Verified Location",1970,"1101 W. Main, Green Bay, WI",44.482325,-87.9705379
"1515","WI513","Mayfair","","314 N. Adams","Green Bay","WI","(M)","Bars/Clubs","Google Verified Location",1970,"314 N. Adams, Green Bay, WI",NA,NA
"1516","WI538","Gail's Bar","","1101 W. Main","Green Bay","WI","(*)","Bars/Clubs","Google Verified Location",1969,"1101 W. Main, Green Bay, WI",44.482325,-87.9705379
"1517","WI539","Mayfair","","314 N. Adams","Green Bay","WI","(M)","Bars/Clubs","Google Verified Location",1969,"314 N. Adams, Green Bay, WI",NA,NA
"1518","WI558","Mayfair","","314 N. Adams","Green Bay","WI","(M)","Bars/Clubs","Google Verified Location",1968,"314 N. Adams, Green Bay, WI",NA,NA
"1519","WI573","Mayfair","","314 N. Adams","Green Bay","WI","(M)","Bars/Clubs","Google Verified Location",1966,"314 N. Adams, Green Bay, WI",NA,NA
"1520","WI590","Astor Hotel Bar","","211 N Adams","Green Bay","WI","(M)","Bars/Clubs,Hotel","Google Verified Location",1965,"211 N Adams, Green Bay, WI",NA,NA
"1521","WI591","Mayfair","","314 N. Adams","Green Bay","WI","(M)","Bars/Clubs","Google Verified Location",1965,"314 N. Adams, Green Bay, WI",NA,NA
"1522","S3077","General Greene Bar","","253 N Green","Greensboro","NC","","Bars/Clubs","Google Verified Location",1968,"253 N Green, Greensboro, NC",NA,NA
"1523","S3078","General Greene Bar","","253 N. Greene St","Greensboro","NC","","Bars/Clubs","Google Verified Location",1969,"253 N. Greene St, Greensboro, NC",36.07504845,-79.791648726405
"1524","S3079","General Greene Bar","","253 N. Green St.","Greensboro","NC","","Bars/Clubs","Google Verified Location",1970,"253 N. Green St., Greensboro, NC",NA,NA
"1525","S3010","Garden Lounge","","Garden Spgs. Rd.","Greenville","NC","(P),(D),(*)","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1970,"Garden Spgs. Rd., Greenville, NC",NA,NA
"1526","S3552","Horseshoe Lounge","","443 E Stone","Greenville","SC","","Bars/Clubs","Google Verified Location",1968,"443 E Stone, Greenville, SC",NA,NA
"1527","S3553","Horseshoe Lounge","","443 E. Stone","Greenville","SC","","Bars/Clubs","Google Verified Location",1969,"443 E. Stone, Greenville, SC",NA,NA
"1528","S3554","Horseshoe Lounge","","443 E. Stone","Greenville","SC","","Bars/Clubs","Google Verified Location",1970,"443 E. Stone, Greenville, SC",NA,NA
"1529","NY2840","Albert Hotel","","23 E. 10th St.","Greenwich Village","NY","","Bars/Clubs,Hotel","Google Verified Location",1970,"23 E. 10th St., Greenwich Village, NY",40.73274025,-73.9934349997777
"1530","NY2841","Aldo's","","340 Bleecker St.","Greenwich Village","NY","(R)","Restaurant","Google Verified Location",1970,"340 Bleecker St., Greenwich Village, NY",40.7276837,-73.9981746
"1531","NY2842","Bon Soir","","40 W. 8th St.","Greenwich Village","NY","(*)","Bars/Clubs","Google Verified Location",1970,"40 W. 8th St., Greenwich Village, NY",40.7329888,-73.9983585
"1532","NY2843","Camp","","104 W. 13th St.","Greenwich Village","NY","(P)","Bars/Clubs","Google Verified Location",1970,"104 W. 13th St., Greenwich Village, NY",40.7367155,-73.9979535001854
"1533","NY2844","Carr's ","","204 W. 10th St.","Greenwich Village","NY","","Bars/Clubs","Google Verified Location",1970,"204 W. 10th St., Greenwich Village, NY",40.7347331,-73.9985919
"1534","NY2845","Casa Laredo","Hudson & Perry","","Greenwich Village","NY","(R)","Restaurant","Verified Location",1970,", Greenwich Village, NY",40.7335844,-74.0028172
"1535","NY2846","Checkerboard","Christopher nr. Hudson","","Greenwich Village","NY","(D),(G),(*)","Bars/Clubs","Verified Location",1970,", Greenwich Village, NY",40.7335844,-74.0028172
"1536","NY2847","Chick 'n' Rib","","39 Greenwich Ave.","Greenwich Village","NY","(R)","Restaurant","Google Verified Location",1970,"39 Greenwich Ave., Greenwich Village, NY",40.7337619,-73.9994532
"1537","NY2848","Danny's","at Greenwich","139 Christopher","Greenwich Village","NY","(*)","Bars/Clubs","Google Verified Location",1970,"139 Christopher, Greenwich Village, NY",40.734216,-73.9991284
"1538","NY2849","Den","","835 Washinton St.","Greenwich Village","NY","(C),(D)","Bars/Clubs","Google Verified Location",1970,"835 Washinton St., Greenwich Village, NY",NA,NA
"1539","NY2850","Earle Hotel","at 11th St.","103 Waverly Pl","Greenwich Village","NY","(H),(RT)","Hotel","Google Verified Location",1970,"103 Waverly Pl, Greenwich Village, NY",40.73249705,-73.998736186779
"1540","NY2851","Eighty-Two Club","(touristy)","82 E. 4th St.","Greenwich Village","NY","(M),(S)","Bars/Clubs","Google Verified Location",1970,"82 E. 4th St., Greenwich Village, NY",NA,NA
"1541","NY2852","Fedora","","239 W. 4th St.","Greenwich Village","NY","(R)","Restaurant","Google Verified Location",1970,"239 W. 4th St., Greenwich Village, NY",40.7295629,-73.9965691
"1542","NY2853","Finale","","48 Barrow St.","Greenwich Village","NY","(R),(M)","Restaurant","Google Verified Location",1970,"48 Barrow St., Greenwich Village, NY",NA,NA
"1543","NY2854","Five Oaks","","49 Grove St.","Greenwich Village","NY","(R),(M)","Restaurant","Google Verified Location",1970,"49 Grove St., Greenwich Village, NY",NA,NA
"1544","NY2855","Fraser's","","136 Waverly Pl.","Greenwich Village","NY","(R)","Restaurant","Google Verified Location",1970,"136 Waverly Pl., Greenwich Village, NY",40.7330474,-74.0005449
"1545","NY2856","Gold Bug","","85 W. 3rd St.","Greenwich Village","NY","","Bars/Clubs","Google Verified Location",1970,"85 W. 3rd St., Greenwich Village, NY",40.728203,-73.995398
"1546","NY2857","Hardut's","(opens at midnight)","14 Waverly Pl.","Greenwich Village","NY","","Bars/Clubs","Google Verified Location",1970,"14 Waverly Pl., Greenwich Village, NY",40.72995935,-73.9944752953303
"1547","NY2858","J. B.'s","","105 W. 13th St.","Greenwich Village","NY","(R)","Restaurant","Google Verified Location",1970,"105 W. 13th St., Greenwich Village, NY",40.7368609,-73.9975375
"1548","NY2859","Julius","","159 W. 10th St.","Greenwich Village","NY","(YC),(*)","Bars/Clubs","Google Verified Location",1970,"159 W. 10th St., Greenwich Village, NY",40.7347331,-73.9985919
"1549","NY2860","Keller's","nr. Barrow","384 West","Greenwich Village","NY","","Bars/Clubs","Google Verified Location",1970,"384 West, Greenwich Village, NY",40.7238592777778,-74.0026461111111
"1550","NY2861","Kookie's","","149 W. 14th St.","Greenwich Village","NY","(G)","Bars/Clubs","Google Verified Location",1970,"149 W. 14th St., Greenwich Village, NY",40.736051,-73.9937525
"1551","NY2862","Le Bijou","","168 W. 4th St.","Greenwich Village","NY","(R)","Restaurant","Google Verified Location",1970,"168 W. 4th St., Greenwich Village, NY",40.7295629,-73.9965691
"1552","NY2863","Loft","Broadway at 13th St.","","Greenwich Village","NY","(P)","Bars/Clubs","Verified Location",1970,", Greenwich Village, NY",40.7335844,-74.0028172
"1553","NY2864","Max's Kansas City","(hippie hangout)","213 Park Ave. So.","Greenwich Village","NY","(R),(M)","Restaurant","Google Verified Location",1970,"213 Park Ave. So., Greenwich Village, NY",NA,NA
"1554","NY2865","Merry Times","(after hours)","130 W. 3rd St.","Greenwich Village","NY","(P)","Bars/Clubs","Google Verified Location",1970,"130 W. 3rd St., Greenwich Village, NY",40.7307122,-74.00091
"1555","NY2866","Nine Plus Club","","149 W. 21st St.","Greenwich Village","NY","(P),(SM)","Bars/Clubs","Google Verified Location",1970,"149 W. 21st St., Greenwich Village, NY",NA,NA
"1556","NY2867","OK Corral Bar","(downstairs)","835 Washington St.","Greenwich Village","NY","(P),(SM)","Bars/Clubs","Google Verified Location",1970,"835 Washington St., Greenwich Village, NY",43.087222,-73.499338
"1557","NY2868","Omnibus Coffee House","","69 W. 10th St.","Greenwich Village","NY","","Restaurant","Google Verified Location",1970,"69 W. 10th St., Greenwich Village, NY",40.73477245,-73.9982610551143
"1558","NY2869","One- Two Three Club","","123 University Pl.","Greenwich Village","NY","","Bars/Clubs","Google Verified Location",1970,"123 University Pl., Greenwich Village, NY",40.7346061282051,-73.9920792307692
"1559","NY2870","Pam Pam","","97 7th Ave.","Greenwich Village","NY","(YC),(M),(R)","Restaurant","Google Verified Location",1970,"97 7th Ave., Greenwich Village, NY",NA,NA
"1560","NY2871","Sea Colony","Horatio & 6th Ave.","","Greenwich Village","NY","(G)","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1970,", Greenwich Village, NY",40.7335844,-74.0028172
"1561","NY2872","Seventeen Barrow","","17 Barrow St.","Greenwich Village","NY","(P)","Bars/Clubs","Google Verified Location",1970,"17 Barrow St., Greenwich Village, NY",NA,NA
"1562","NY2873","Sewer","16th St. nr. 5th Ave.","","Greenwich Village","NY","(D),(YC),(*)","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1970,", Greenwich Village, NY",40.7335844,-74.0028172
"1563","NY2874","Silver Dollar","","163 Christopher St.","Greenwich Village","NY","","Bars/Clubs","Google Verified Location",1970,"163 Christopher St., Greenwich Village, NY",40.734216,-73.9991284
"1564","NY2875","Snake Pit","(after hours- below Texas Chili Parlor)","215 W. 10th St.","Greenwich Village","NY","","Bars/Clubs","Google Verified Location",1970,"215 W. 10th St., Greenwich Village, NY",40.7347331,-73.9985919
"1565","NY2876","Stone Wall","Christopher at 7th Ave.","","Greenwich Village","NY","(YC),(D),(*)","Bars/Clubs","Verified Location",1970,", Greenwich Village, NY",40.7335844,-74.0028172
"1566","NY2877","Stud","Greenwich St. at Perry","","Greenwich Village","NY","(SM),(*)","Bars/Clubs","Verified Location",1970,", Greenwich Village, NY",40.7335844,-74.0028172
"1567","NY2878","Studio Book Store","Christopher at Hudson","","Greenwich Village","NY","","Book Store","Verified Location",1970,", Greenwich Village, NY",40.7335844,-74.0028172
"1568","NY2879","Tenth of Always","","82 W. 3rd St.","Greenwich Village","NY","(YC),(D),(P)","Bars/Clubs","Google Verified Location",1970,"82 W. 3rd St., Greenwich Village, NY",40.72967145,-73.9989973530646
"1569","NY2880","Texas Chile Parlor","","215 W. 10th St.","Greenwich Village","NY","(YC),(R)","Restaurant","Google Verified Location",1970,"215 W. 10th St., Greenwich Village, NY",40.7347331,-73.9985919
"1570","NY2881","Tool Box","at Jane","507 West St.","Greenwich Village","NY","(SM),(*)","Bars/Clubs","Google Verified Location",1970,"507 West St., Greenwich Village, NY",40.7322466,-73.9986763
"1571","NY2882","Tor's","","21 Greenwich Ave.","Greenwich Village","NY","(R),(G)","Restaurant","Google Verified Location",1970,"21 Greenwich Ave., Greenwich Village, NY",43.0932897,-73.5072055
"1572","NY2883","Twin Brothers","(after hours) 6th Ave. at Waverly Pl.","","Greenwich Village","NY","","Bars/Clubs","Verified Location",1970,", Greenwich Village, NY",40.7335844,-74.0028172
"1573","NY2884","Washington Square","(after hours) at 3rd St.","675 Broadway","Greenwich Village","NY","(RT),(G),(R)","Restaurant","Google Verified Location",1970,"675 Broadway, Greenwich Village, NY",40.7325184,-73.9912731
"1574","NY2971","Albert Hotel ","","23 E 10th St.","Greenwich Village","NY","(H)","Hotel","Google Verified Location",1969,"23 E 10th St., Greenwich Village, NY",40.73274025,-73.9934349997777
"1575","NY2972","Aldo's ","","340 Bleecker St.","Greenwich Village","NY","(R)","Restaurant","Google Verified Location",1969,"340 Bleecker St., Greenwich Village, NY",40.7276837,-73.9981746
"1576","NY2973","Big Dollar","(Big 'D')","49 E. Houston St.","Greenwich Village","NY","(SM),(*)","Bars/Clubs","Google Verified Location",1969,"49 E. Houston St., Greenwich Village, NY",40.7254757,-73.9966037
"1577","NY2974","Bon Soir","","40 W. 8th St.","Greenwich Village","NY","(*)","Bars/Clubs","Google Verified Location",1969,"40 W. 8th St., Greenwich Village, NY",40.7329888,-73.9983585
"1578","NY2975","Carr's","","204 W. 10th St.","Greenwich Village","NY","","Bars/Clubs","Google Verified Location",1969,"204 W. 10th St., Greenwich Village, NY",40.7347331,-73.9985919
"1579","NY2976","Casa Laredo","Hudson & Perry","","Greenwich Village","NY","(R)","Restaurant","Verified Location",1969,", Greenwich Village, NY",40.7335844,-74.0028172
"1580","NY2977","Checkerboard","Christopher nr. Hudson","","Greenwich Village","NY","(*)","Bars/Clubs","Verified Location",1969,", Greenwich Village, NY",40.7335844,-74.0028172
"1581","NY2978","Chick 'n' Rib","","39 Greenwich Ave","Greenwich Village","NY","(R)","Restaurant","Google Verified Location",1969,"39 Greenwich Ave, Greenwich Village, NY",40.7337619,-73.9994532
"1582","NY2979","Danny's","at Greenwich St.","139 Christopher","Greenwich Village","NY","(SM),(*)","Bars/Clubs","Google Verified Location",1969,"139 Christopher, Greenwich Village, NY",40.734216,-73.9991284
"1583","NY2980","Den","(C-D) (upstairs)","835 Washington St.","Greenwich Village","NY","(C),(D)","Bars/Clubs","Google Verified Location",1969,"835 Washington St., Greenwich Village, NY",43.087222,-73.499338
"1584","NY2981","Earle Hotel","at 11th St.","103 Waverly Pl","Greenwich Village","NY","(H)","Hotel","Google Verified Location",1969,"103 Waverly Pl, Greenwich Village, NY",40.73249705,-73.998736186779
"1585","NY2982","Eighty-Two-Club","","82 E. 4th St.","Greenwich Village","NY","(S)","Bars/Clubs","Google Verified Location",1969,"82 E. 4th St., Greenwich Village, NY",NA,NA
"1586","NY2983","Fedora","","239 W 4th St.","Greenwich Village","NY","(R)","Restaurant","Google Verified Location",1969,"239 W 4th St., Greenwich Village, NY",40.7295629,-73.9965691
"1587","NY2984","Finale","","48 Barrow St","Greenwich Village","NY","(R),(M)","Restaurant","Google Verified Location",1969,"48 Barrow St, Greenwich Village, NY",NA,NA
"1588","NY2985","Five Oaks","","49 Grove St.","Greenwich Village","NY","(R),(M)","Restaurant","Google Verified Location",1969,"49 Grove St., Greenwich Village, NY",NA,NA
"1589","NY2986","Fraser's","","136 Waverly Pl","Greenwich Village","NY","(R)","Restaurant","Google Verified Location",1969,"136 Waverly Pl, Greenwich Village, NY",40.7330474,-74.0005449
"1590","NY2987","Gold Bug","","85 W 3rd St","Greenwich Village","NY","","Bars/Clubs","Google Verified Location",1969,"85 W 3rd St, Greenwich Village, NY",40.728203,-73.995398
"1591","NY2988","J.B.'s","(Sunday brunch)","105 W. 13th St.","Greenwich Village","NY","","Bars/Clubs","Google Verified Location",1969,"105 W. 13th St., Greenwich Village, NY",40.7368609,-73.9975375
"1592","NY2989","Julius","","159 W. 10th St.","Greenwich Village","NY","(YC),(*)","Bars/Clubs","Google Verified Location",1969,"159 W. 10th St., Greenwich Village, NY",40.7347331,-73.9985919
"1593","NY2990","Keller's","nr Barrow","384 West","Greenwich Village","NY","(SM),(*)","Bars/Clubs","Google Verified Location",1969,"384 West, Greenwich Village, NY",40.7238592777778,-74.0026461111111
"1594","NY2991","Kookie's","","149 W. 21st St","Greenwich Village","NY","(G)","Bars/Clubs","Google Verified Location",1969,"149 W. 21st St, Greenwich Village, NY",NA,NA
"1595","NY2992","Morrocan Village","","21 W 8th St","Greenwich Village","NY","(YC),(D),(*)","Bars/Clubs","Google Verified Location",1969,"21 W 8th St, Greenwich Village, NY",40.7328594,-73.9975311
"1596","NY2993","Nine Plus Club","","149 W 21st St","Greenwich Village","NY","(P),(SM)","Bars/Clubs","Google Verified Location",1969,"149 W 21st St, Greenwich Village, NY",NA,NA
"1597","NY2994","One-Two-Three Club","","123 University Pl","Greenwich Village","NY","","Bars/Clubs","Google Verified Location",1969,"123 University Pl, Greenwich Village, NY",40.7346061282051,-73.9920792307692
"1598","NY2995","Pam-Pam","","97 7th Ave","Greenwich Village","NY","(YC),(M),(R)","Restaurant","Google Verified Location",1969,"97 7th Ave, Greenwich Village, NY",NA,NA
"1599","NY2996","Sea Colony","Horatio at 8th Ave","","Greenwich Village","NY","(G)","Bars/Clubs","Verified Location",1969,", Greenwich Village, NY",40.7335844,-74.0028172
"1600","NY2997","Seventeen Barrow","","17 Barrow St.","Greenwich Village","NY","(*)","Bars/Clubs","Google Verified Location",1969,"17 Barrow St., Greenwich Village, NY",NA,NA
"1601","NY2998","Silver Dollar ","","163 Christopher St.","Greenwich Village","NY","","Bars/Clubs","Google Verified Location",1969,"163 Christopher St., Greenwich Village, NY",40.734216,-73.9991284
"1602","NY2999","Snake Pit","(after hours- below Texas Chile Parlor)","215 W. 10th St.","Greenwich Village","NY","","Bars/Clubs","Google Verified Location",1969,"215 W. 10th St., Greenwich Village, NY",40.7347331,-73.9985919
"1603","NY3000","Skull","(after hours)","421 W. 13th St.","Greenwich Village","NY","(P),(SM)","Bars/Clubs","Google Verified Location",1969,"421 W. 13th St., Greenwich Village, NY",40.736668,-73.997341
"1604","NY3001","Stone Wall","Christopher at 7th Ave","","Greenwich Village","NY","(YC),(D),(*)","Bars/Clubs","Verified Location",1969,", Greenwich Village, NY",40.7335844,-74.0028172
"1605","NY3002","Stud","Greenwich St at Perry","","Greenwich Village","NY","(SM),(*)","Bars/Clubs","Verified Location",1969,", Greenwich Village, NY",40.7335844,-74.0028172
"1606","NY3003","Tenth of Always","","82 W 3rd St.","Greenwich Village","NY","(YC),(P),(D)","Bars/Clubs","Google Verified Location",1969,"82 W 3rd St., Greenwich Village, NY",40.72967145,-73.9989973530646
"1607","NY3004","Texas Chile Parlor","","215 W 10th St.","Greenwich Village","NY","(YC),(R)","Restaurant","Google Verified Location",1969,"215 W 10th St., Greenwich Village, NY",40.7347331,-73.9985919
"1608","NY3005","Tool Box","at Jane","507 West St.","Greenwich Village","NY","(SM)","Bars/Clubs","Google Verified Location",1969,"507 West St., Greenwich Village, NY",40.7322466,-73.9986763
"1609","NY3006","Tor's ","","21 Greenwich Ave.","Greenwich Village","NY","(G),(R)","Restaurant","Google Verified Location",1969,"21 Greenwich Ave., Greenwich Village, NY",43.0932897,-73.5072055
