"","ID","title","description","streetaddress","city","state","amenityfeatures","type","unclear_address","Year","cruisy"
"2306","4191","Sasha's",NA,"172 N. Main St.","Port Chester","NY","(N)","Bars/Clubs",NA,1989,"FALSE"
"2307","4192","Congress ",NA,"411 Main St.","Poughkeepsie","NY","(D),(R),(*)","Bars/Clubs,Restaurant",NA,1989,"FALSE"
"2308","4193","Main Grill","(Bar & R)","385 Main St.","Poughkeepsie","NY","(R),(M)","Restaurant",NA,1989,"FALSE"
"2309","4194","Along River W. end of Main St.",NA,NA,"Poughkeepsie","NY","Cruisy Area","Cruising Areas","checked",1989,"TRUE"
"2310","4195","Avenue Pub",NA,"522 Monroe Ave.","Rochester","NY","(N),(*)","Bars/Clubs",NA,1989,"FALSE"
"2311","4196","Bachelor Forum","(Levi)","1065 E. Main","Rochester","NY","(SM)","Bars/Clubs",NA,1989,"FALSE"
"2312","4197","Clinton Ave. Bookstore",NA,"115 N. Clinton","Rochester","NY",NA,"Book Store",NA,1989,"FALSE"
"2313","4198","Dignity ",NA,"17 S. Fitzhugh","Rochester","NY",NA,"Religious Institutions",NA,1989,"FALSE"
"2314","4199","Empty Closet","(Publication) (716)244-8640","713 Monroe Ave.","Rochester","NY",NA,"Publication",NA,1989,"FALSE"
"2315","4200","Gallery ",NA,"113 State St.","Rochester","NY","(R),(M)","Restaurant",NA,1989,"FALSE"
"2316","4201","Idols ","(Disco) (New Wave)","88 Liberty Pole Way","Rochester","NY","(M),(YC),(*)","Bars/Clubs",NA,1989,"FALSE"
"2317","4202","Iggy's Study",NA,"54 Park Ave.","Rochester","NY","(R)","Restaurant",NA,1989,"FALSE"
"2318","4203","Jazzberry's ",NA,"713 Monroe St.","Rochester","NY","(R)","Restaurant",NA,1989,"FALSE"
"2319","4204","Liberty","(Disco) (Some L)","123 Liberty Pole Way","Rochester","NY","(*),(YC),(S),(L)","Bars/Clubs",NA,1989,"FALSE"
"2320","4205","M.C.C.",NA,"243 Rosedale St.","Rochester","NY","(MCC)","Religious Institutions",NA,1989,"FALSE"
"2321","4206","New Jim's",NA,"1416 Charlotte St.","Rochester","NY","(D)","Bars/Clubs",NA,1989,"FALSE"
"2322","4207","Roman Sauna Baths","(Spa) ","109 Liberty Pole Way","Rochester","NY","(IGHC),(*)","Bathhouses",NA,1989,"FALSE"
"2323","4208","Rosie's ","(Disco)","201 Monroe Ave.","Rochester","NY","(L)","Bars/Clubs",NA,1989,"FALSE"
"2324","4209","Silkwood Bookstore",NA,"633 Monroe Ave.","Rochester","NY","(L)","Book Store",NA,1989,"FALSE"
"2325","4210","State St. Books",NA,"109 State St.","Rochester","NY","(M)","Book Store",NA,1989,"FALSE"
"2326","4211","Tara ","(Piano bar) (Cocktail hour)","395 Andrews St.","Rochester","NY","(N),(*)","Bars/Clubs",NA,1989,"FALSE"
"2327","4212","Two Twelve Club",NA,"212 Colvin St.","Rochester","NY","(L)","Bars/Clubs",NA,1989,"FALSE"
"2328","4213","Village Green Books",NA,"766 Monroe Ave.","Rochester","NY","(M)","Book Store",NA,1989,"FALSE"
"2329","4214","'Rest Stop' 490 W. ",NA,NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","checked",1989,"TRUE"
"2330","4215","Durand-Eastman Park",NA,NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","checked",1989,"TRUE"
"2331","4216","Genesee Valley Park",NA,NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","checked",1989,"TRUE"
"2332","4217","Manhattan Square Park",NA,NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","checked",1989,"TRUE"
"2333","4218","Washington Square Park",NA,NA,"Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas","checked",1989,"TRUE"
"2334","4219","Bunk House","(Disco) (Cruisy) (Montauk Hwy)","192 N. Main St.","Sayville, L.I.","NY","(*),(W)","Bars/Clubs,Cruising Areas",NA,1989,"TRUE"
"2335","4220","Coachman's Corner","(Some OC)","239 N. Main St.","Sayville, L.I.","NY","(OC),(N)","Bars/Clubs",NA,1989,"FALSE"
"2336","4221","Sayville Motor Lodge","Sunrise Hwy (Hwy 27)",NA,"Sayville, L.I.","NY","(H),(M)","Hotel","checked",1989,"FALSE"
"2337","4222","Blythwood ",NA,"50 N. Jay St.","Schenectady","NY","(PT)","Bars/Clubs",NA,1989,"FALSE"
"2338","4223","Clinton St. Pub",NA,"159 Clinton St.","Schenectady","NY","(N)","Bars/Clubs",NA,1989,"FALSE"
"2339","4224","Falcon ","(Disco) (Some L)","1924 Curry Rd.","Schenectady","NY","(YC),(L),(*)","Bars/Clubs",NA,1989,"FALSE"
"2340","4225","National Gay Pentecostal Alliance",NA,"P.O. Box 1391, 12301","Schenectady","NY",NA,"Religious Institutions","checked",1989,"FALSE"
"2341","4226","One-Forty-Five Bar",NA,"145 Barrett St.","Schenectady","NY","(D),(E)","Bars/Clubs",NA,1989,"FALSE"
"2342","4227","Central Park",NA,NA,"Schenectady","NY","Cruisy Area","Cruising Areas","checked",1989,"TRUE"
"2343","4228","Heavens","(Some L)","863 W. Jericho Trnpk.","Smithtown, L.I.","NY","(L),(D)","Bars/Clubs",NA,1989,"FALSE"
"2344","4229","Thunders","(Disco)","894 W. Jericho Trnpk.","Smithtown, L.I.","NY","(YC),(*)","Bars/Clubs",NA,1989,"FALSE"
"2345","4230","Blanche's",NA,"447-2 Boundary Ave.","South Farmingdale","NY","(OC),(N)","Bars/Clubs",NA,1989,"FALSE"
"2346","4231","Adult World & Playhouse Cinema","(Cruisy) (Open 24 hrs.)","2870 Erie Blvd. E.","Syracuse","NY",NA,"Theatre,Cruising Areas",NA,1989,"TRUE"
"2347","4232","Blue Skies","(Patio) (Some H)","212 N. Franklin St.","Syracuse","NY","(D),(R),(H)","Hotel,Religious Institution,Bars/Clubs,Restaurant",NA,1989,"FALSE"
"2348","4233","Bunk House","(Some OC)","306 S. Warren","Syracuse","NY","(W),(OC),(AH),(*)","Bars/Clubs",NA,1989,"FALSE"
"2349","4234","Gay Telephone Line","(315)423-3599",NA,"Syracuse","NY",NA,"Hotline","checked",1989,"FALSE"
"2350","4235","Le Paris Bookstore",NA,"307 W. Fayette","Syracuse","NY",NA,"Book Store",NA,1989,"FALSE"
"2351","4236","M.C.C.",NA,"819 Madison St.","Syracuse","NY","(MCC)","Religious Institutions",NA,1989,"FALSE"
"2352","4237","Mr. T's","(Some OC)","218 N. Franklin St.","Syracuse","NY","(D),(V),(OC),(*)","Bars/Clubs",NA,1989,"FALSE"
"2353","4238","Ryan's Someplace Else","(Disco) ","408-410 Pearl St.","Syracuse","NY","(*),(YC),(V)","Bars/Clubs",NA,1989,"FALSE"
"2354","4239","Parking lot opp. Le Paris Book Store",NA,NA,"Syracuse","NY","Cruisy Area","Cruising Areas","checked",1989,"TRUE"
"2355","4240","Syracuse U. ","Maxwell Hall (dwnstrs.)",NA,"Syracuse","NY","Cruisy Area,(AYOR)","Cruising Areas","checked",1989,"TRUE"
"2356","4241","Thorndon Park nr. Water Tower","(Fun)",NA,"Syracuse","NY","Cruisy Area","Cruising Areas","checked",1989,"TRUE"
"2357","4242","Annex ","(Behind Club Swamp) Montauk Hwy at E. Gate Rd. ",NA,"Easthampton","NY","(*),(R),(E)","Restaurant","checked",1989,"FALSE"
"2358","4243","Club Swamp","(Disco) (Open all year) Montauk Hwy",NA,"Easthampton","NY","(*),(YC)","Bars/Clubs","checked",1989,"FALSE"
"2359","4244","Dutch Motel ",NA,"488 Montauk Hwy","Easthampton","NY","(H)","Hotel",NA,1989,"FALSE"
"2360","4245","One-Thirty-Two","North Main (Summer guest house)","132 N. Main St.","Easthampton","NY","(H),(*)","Hotel",NA,1989,"FALSE"
"2361","4246","'Rest Stops' on Sunrise Hwy-Exit both sides just W. of Shinnecock Canal",NA,NA,"Easthampton","NY","Cruisy Area","Cruising Areas","checked",1989,"TRUE"
"2362","4247","Beach at end of 2-Mile Hollow Rd.","(Go left)",NA,"Easthampton","NY","Cruisy Area","Cruising Areas","checked",1989,"TRUE"
"2363","4248","Fowler Beach","(Go right)",NA,"Southhampton","NY","Cruisy Area","Cruising Areas","checked",1989,"TRUE"
"2364","4249","'BA' beach 2 mi. E. on Rt. 2",NA,NA,"Troy","NY","Cruisy Area","Cruising Areas","checked",1989,"TRUE"
"2365","4250","Wheel Inn","(Summers)",NA,"Tupper Lake","NY","(H),(M)","Hotel","checked",1989,"FALSE"
"2366","4251","Adult World Books",NA,NA,"Utica","NY","(M)","Book Store,Erotic Shop","checked",1989,"FALSE"
"2367","4252","Reflections","(Some L)","1724 W. Oriskany St.","Utica","NY","(L),(M)","Bars/Clubs",NA,1989,"FALSE"
"2368","4253","That Place","(Disco)","216 Bleecker St.","Utica","NY","(*),(YC),(V)","Bars/Clubs",NA,1989,"FALSE"
"2369","4254","'Turn around circle' at end of Main, & block from 1st to 2nd btw. Main & Catherine",NA,NA,"Utica","NY","Cruisy Area","Cruising Areas","checked",1989,"TRUE"
"2370","4255","Valley View Park off Utica Pkwy.",NA,NA,"Utica","NY","Cruisy Area,(AYOR)","Cruising Areas","checked",1989,"TRUE"
"2371","4256","Jones Beach-Dunes & bushes E. of parking field #6",NA,NA,"Wantagh, L.I.","NY","Cruisy Area","Cruising Areas","checked",1989,"TRUE"
"2372","4257","Don Juan",NA,"535 Old Country Rd.","Westbury, L.I.","NY","(R),(M)","Restaurant",NA,1989,"FALSE"
"2373","4258","Bedrock","(Disco) (Some L)","121 Woodfield","West Hempstead, L.I.","NY","(YC),(L),(*)","Bars/Clubs",NA,1989,"FALSE"
"2374","4259","Folderol ","(Some L)",NA,"Westtown","NY","(L),(R),(M),(E)","Restaurant","checked",1989,"FALSE"
"2375","4260","Goodtime Charlie's","(Peeps) (Cruisy)","3287 Niagara Falls Blvd.","Wheatfield","NY","(M),(*)","Cruising Areas,Bars/Clubs",NA,1989,"TRUE"
"2376","4261","Addie's Secret Garden",NA,"359 Mamaroneck Ave.","White Plains","NY","(R),(*),(D)","Bars/Clubs,Restaurant",NA,1989,"FALSE"
"2377","4262","Lad's ",NA,"130 West Post Rd.","White Plains","NY","(D)","Bars/Clubs",NA,1989,"FALSE"
"2378","4263","Stutz","(Disco) ","202 Westchester","White Plains","NY","(*),(YC),(S)","Bars/Clubs",NA,1989,"FALSE"
"2379","4264","'Rest Stops' 15 mi. N. on I-684",NA,NA,"White Plains","NY","Cruisy Area","Cruising Areas","checked",1989,"TRUE"
"2380","4265","Court St.",NA,NA,"White Plains","NY","Cruisy Area","Cruising Areas","checked",1989,"TRUE"
"2381","4266","Post Rd.",NA,NA,"White Plains","NY","Cruisy Area","Cruising Areas","checked",1989,"TRUE"
"2382","4267","Maverick Inn","(Disco-upstrs) (Open all year)",NA,"Woodstock","NY","(H),(R),(PT),(*)","Hotel,Restaurant","checked",1989,"FALSE"
"2383","4268","Playroom II",NA,"590 Nepperham Ave.","Yonkers","NY","(D),(E),(S)","Bars/Clubs",NA,1989,"FALSE"
"2384","4269","Westchester Mall","(Mohegan Lake)",NA,"Yorktown","NY","Cruisy Area","Cruising Areas","checked",1989,"TRUE"
"2385","3509","Gay/Lesbian AA","(a Community Center) 783-5719 meets 7:30pm Tues",NA,"Albany","NY",NA,"Info Lines & Services","checked",1990,"FALSE"
"2386","3510","Gay/lesbian Community Center","462-6138 7pm-10pm Sun-Thurs till 11pm Fri/Sat ","332 Hudson Ave","Albany","NY",NA,"Info Lines & Services",NA,1990,"FALSE"
"2387","3511","Last Straw","9pm-6am daily juice bar","90 Central Ave","Albany","NY","(AH)","Bars",NA,1990,"FALSE"
"2388","3512","Playhouse","5pm-4am Tues, 8pm-4am Wed-Sat 6pm-3am Sun","519 Central Ave","Albany","NY","(MW),(D)","Bars",NA,1990,"FALSE"
"2389","3513","Rage","432-1108 3pm-4am","369 Central Ave","Albany","NY","(*),(MW),(YC),(F),(V),(D),(B)","Bars",NA,1990,"FALSE"
"2390","3514","Waterworks Pub","436-8848 some gay titles 9am-6:30pm Mon-Sat 11am-5pm Sun","76 Central Ave","Albany","NY",NA,"Book Stores/Retail Shops",NA,1990,"FALSE"
"2391","3515","Capital Travel",NA,"271 Lark St","Albany","NY","(IGTA)","Travel/Tour Operators",NA,1990,"FALSE"
"2392","3516","Dignity & Integrity ","(Grace Holy Innocents Church) 436-8546 Dignity/756-9002 Integrity both worship 6pm Sun",NA,"Albany","NY",NA,"Religious Institutions","checked",1990,"FALSE"
"2393","3517","Empire State Plaza",NA,NA,"Albany","NY","Cruisy Area","Cruising Areas","checked",1990,"TRUE"
"2394","3518","Lark, State, & Willet Sts near Washington Park",NA,NA,"Albany","NY","Cruisy Area,(AYOR)","Cruising Areas","checked",1990,"TRUE"
"2395","3519","Northway Mall",NA,NA,"Albany","NY","Cruisy Area","Cruising Areas","checked",1990,"TRUE"
"2396","3520","Hillside Campgrounds","PO Box 726, 13902, 756-2833 all male campground nature trails and disco",NA,"Binghampton","NY","(SW)","Accommodations","checked",1990,"FALSE"
"2397","3521","Numbers ","(in Rocket Center) 756-3300 9pm-1am Sun-Thurs till 3am Fri/Sat","Upper Court St","Binghampton","NY","(*),(MW),(S),(LV),(D),(AH)","Bars","checked",1990,"FALSE"
"2398","3522","Risky Business","723-1507 8pm-1am Sun-Thurs till 3am Fri/Sat","201 State St","Binghampton","NY","(*),(V),(D),(YC),(AH),(F)","Bars",NA,1990,"FALSE"
"2399","3523","Allie's Bookstore","724-8659","140 Washington St.","Binghampton","NY",NA,"Erotica/Adult Groups",NA,1990,"FALSE"
"2400","3524","Allie's Bookstore","724-9749","483 Court St","Binghampton","NY",NA,"Erotica/Adult Groups",NA,1990,"FALSE"
"2401","3525","North Street Bookshop","785-9606 clsd Sun","17 Washington St, Endicott","Binghampton","NY",NA,"Erotica/Adult Groups",NA,1990,"FALSE"
"2402","3526","'Oneida' campground",NA,NA,"Binghampton","NY","Cruisy Area","Cruising Areas","checked",1990,"TRUE"
"2403","3527","'Rest Stop' Rt 81 N. ('lollipop heaven')",NA,NA,"Binghampton","NY","Cruisy Area","Cruising Areas","checked",1990,"TRUE"
"2404","3528","Cole Park",NA,NA,"Binghampton","NY","Cruisy Area","Cruising Areas","checked",1990,"TRUE"
"2405","3529","Greyhound Bus Depot",NA,NA,"Binghampton","NY","Cruisy Area,(AYOR)","Cruising Areas","checked",1990,"TRUE"
"2406","3530","Gay & Lesbian Hotline ","886-1274 info & referrals 7pm-9pm Mon-Sat clsd Sun","PO Box 1595, Ellicott St, 14205","Buffalo","NY",NA,"Info Lines & Services","checked",1990,"FALSE"
"2407","3531","Cafe Rumors","885-2115 5pm-4am Mon-Sat opens 4pm Sun","733 Main St,","Buffalo","NY","(*),(D),(YC)","Bars",NA,1990,"FALSE"
"2408","3532","Cathode Ray ","884-3615 1pm-4am Mon-Sat","26 Allen St","Buffalo","NY","(V),(YC)","Bars",NA,1990,"FALSE"
"2409","3533","Club Denman ","886-8135 4pm-4am Mon-Sat opens 1pm Sun","884 Main St","Buffalo","NY","(MW),(D),(V)","Bars",NA,1990,"FALSE"
"2410","3534","The Jam Club","856-5630 punk bar, 10pm-4am Fri & Sat","729 Main St","Buffalo","NY","(MX),(MW),(YC)","Bars",NA,1990,"FALSE"
"2411","3535","Stagedoor","886-9323 patio piano bar 5pm-4am","20 Allen St","Buffalo","NY","(MX)","Bars",NA,1990,"FALSE"
"2412","3536","Westlake ","845-5433 11am-4am Mon-Sat noon-4am Sun","153 Delaware Ave","Buffalo","NY","(*),(MW),(P),(YC),(LV),(D),(V)","Bars",NA,1990,"FALSE"
"2413","3537","Allen","881-0586 5pm-9pm Tues-Sun clsd Mon","16 Allen St","Buffalo","NY","(MX),(MW)","Restaurants & Cafes",NA,1990,"FALSE"
"2414","3538","Club Denman ","886-8135 continental cuisine 5pm-1am Mon-Sat 1pm-1am Sun","884 Main St","Buffalo","NY","(P),(MW)","Restaurants & Cafes",NA,1990,"FALSE"
"2415","3539","New Morgan Sauna ","852-2153 24hrs ","655 Main St","Buffalo","NY","(PC)","Gyms/Health Clubs",NA,1990,"FALSE"
"2416","3540","Talking Leaves","837-8554 some gay titles 10am-6pm Mon-Sat clsd Sun","3144 Main St","Buffalo","NY",NA,"Book Stores/Retail Shops",NA,1990,"FALSE"
"2417","3541","Dignity ","833-8995 call for current info ","PO Box 75, 14205 ","Buffalo","NY",NA,"Religious Institutions","checked",1990,"FALSE"
"2418","3542","MCC ","883-5149 worship 6:30pm Sun & 7pm Wed","370 S. Elmwood","Buffalo","NY","(MCC)","Religious Institutions",NA,1990,"FALSE"
"2419","3543","Book-And","856-8936","83 W. Chippewa","Buffalo","NY",NA,"Erotica/Adult Groups",NA,1990,"FALSE"
"2420","3544","Goodtime Charlie's","693-3254 24hrs","3287 Niagara Falls Blvd., Weatfield","Buffalo","NY",NA,"Erotica/Adult Groups",NA,1990,"FALSE"
"2421","3545","Village Books & News","887-5027 24hrs","3102 Delaware Ave, Kenmore","Buffalo","NY",NA,"Erotica/Adult Groups",NA,1990,"FALSE"
"2422","3546","Allentown area (Elmwood & Allen)",NA,NA,"Buffalo","NY","Cruisy Area","Cruising Areas","checked",1990,"TRUE"
"2423","3547","Eric Basin Marina",NA,NA,"Buffalo","NY","Cruisy Area","Cruising Areas","checked",1990,"TRUE"
"2424","3548","La Salla Park",NA,NA,"Buffalo","NY","Cruisy Area,(AYOR)","Cruising Areas","checked",1990,"TRUE"
"2425","3549","U. of Buffalo ","Harriman Hall",NA,"Buffalo","NY","Cruisy Area","Cruising Areas","checked",1990,"TRUE"
"2426","3550","U. of Buffalo ","Crosby Hall",NA,"Buffalo","NY","Cruisy Area","Cruising Areas","checked",1990,"TRUE"
"2427","3551","Washington St. & Oak nr bus depot ","(Hustlers)",NA,"Buffalo","NY","Cruisy Area","Cruising Areas","checked",1990,"TRUE"
"2428","3552","Woodlawn Beach lakeshore Rd ",NA,NA,"Buffalo","NY","Cruisy Area,(AYOR)","Cruising Areas","checked",1990,"TRUE"
"2429","3553","'Rest Stop' on I-87 N. btwn exits 9 & 10 ",NA,NA,"Clifton Park","NY","Cruisy Area,(AYOR)","Cruising Areas","checked",1990,"TRUE"
"2430","3554","The David","733-2592 4pm-1am Mon-Sat opens 7pm Sun","511 Railroad Ave","Elmira","NY","(*),(MW),(D),(YC)","Bars",NA,1990,"FALSE"
"2431","3555","Deluxe Book Bargains ","734-9656","123 Lake St","Elmira","NY",NA,"Erotica/Adult Groups",NA,1990,"FALSE"
"2432","3556","AA Gay/Lesbian ","(at the Fire House, Cherry Grove) seasonal meetings 6pm Mon Wed, Sat 11am Fri",NA,"Fire Island","NY",NA,"Info Lines & Services","checked",1990,"FALSE"
"2433","3557","Open Quest Institute","(800) 992-9239 24 hr Crisis Hotline",NA,"Fire Island","NY",NA,"Info Lines & Services","checked",1990,"FALSE"
"2434","3558","Belvedere Hotel ","597-6448 seasonal hot tub",NA,"Fire Island","NY","(MW)","Accommodations","checked",1990,"FALSE"
"2435","3559","Boatel Motel","597-6500 seasonal ",NA,"Fire Island","NY","(MX),(MW),(F)","Accommodations","checked",1990,"FALSE"
"2436","3560","Carousel Guest House","597-6612 seasonal",NA,"Fire Island","NY","(MW)","Accommodations","checked",1990,"FALSE"
"2437","3561","Cherry Grove Beach Hotel","597-6600 seasonal ",NA,"Fire Island","NY","(MW),(SW)","Accommodations","checked",1990,"FALSE"
"2438","3562","Dune Point","597-6261 year-round",NA,"Fire Island","NY","(*),(MW)","Accommodations","checked",1990,"FALSE"
"2439","3563","Fire Island Pines","597-6767 seaononal ","9 Ocean Walk, Fire Island Pines","Fire Island","NY",NA,"Accommodations",NA,1990,"FALSE"
"2440","3564","Holly House","597-6911 seasonal",NA,"Fire Island","NY","(MX)","Accommodations","checked",1990,"FALSE"
"2441","3565","Sea Crest","597-6849 seasonal ",NA,"Fire Island","NY",NA,"Accommodations","checked",1990,"FALSE"
"2442","3566","Blue Whale Bar","(at Boatel Motel) 597-6131 seasonal ",NA,"Fire Island","NY","(MX),(MW),(F)","Bars","checked",1990,"FALSE"
"2443","3567","Cherry's "," seasonal 597-6820 piano bar ",NA,"Fire Island","NY","(*),(E)","Bars","checked",1990,"FALSE"
"2444","3568","Crew's Quarters","597-6873 seasonal ","36 Fire Island Blvd, Fire Island Pines","Fire Island","NY","(*)","Bars",NA,1990,"FALSE"
"2445","3569","Ice Palace ","(at Cherry Grove Beach Hotel) 597-6600 seasonal ",NA,"Fire Island","NY","(*),(MW),(D),(YC),(S)","Bars","checked",1990,"FALSE"
"2446","3570","Loft","597-6720 seasonal","36 Fire Island Blvd","Fire Island","NY",NA,"Bars",NA,1990,"FALSE"
"2447","3571","The Monster","597-6888 seasonal",NA,"Fire Island","NY","(*),(D),(YC),(F)","Bars","checked",1990,"FALSE"
"2448","3572","Pine Pavillion ","567-6677 4pm-6am seasonal popular T-dance",NA,"Fire Island","NY","(*),(D)","Bars","checked",1990,"FALSE"
"2449","3573","The Monster","(At The Monster Bar) 597-6888 lunch noon-4pm except Fri, dinner 7-midnight seasonal ",NA,"Fire Island","NY","(*),(MX),(MW)","Restaurants & Cafes","checked",1990,"FALSE"
"2450","3574","Top of the Bay","597-6699 continental cuisine 7pm-midnight seasonal cocktails deck",NA,"Fire Island","NY","(*),(MW)","Restaurants & Cafes","checked",1990,"FALSE"
"2451","3575","Anywhere & everywhere but especially bushes btw. Cherry Grove & W. end of the Pines",NA,NA,"Fire Island","NY","Cruisy Area","Cruising Areas","checked",1990,"TRUE"
"2452","3576","Danny's Quarter Deck Pub","Jersey Ave. (1/2 mile S. of Village) 477-2070 5pm-2am Wed-Fri til 4am Sat/Sun clsd Mon/Tues",NA,"Greenwood Lake","NY","(MW),(NH),(D),(E),(S)","Bars","checked",1990,"FALSE"
"2453","3577","Prime Time","691-8550 patio 10pm-4am",NA,"Highland","NY",NA,"Bars","checked",1990,"FALSE"
"2454","3578","Gay/Lesbian & Bisexual Info Line","(Cornell University) 255-6482 info & referrals 7pm-9pm ",NA,"Ithaca","NY",NA,"Info Lines & Services","checked",1990,"FALSE"
"2455","3579","Common Ground ","273-1505 4pm-1:30am Mon-Sat till 4am Fri/Sat 11:30pm-1:30am Sun","1230 Danby Rd","Ithaca","NY","(*),(MW),(D),(YC),(E),(F)","Bars",NA,1990,"FALSE"
"2456","3580","Borealis Bookstore","272-7752 large gay section 10am-10pm Mon-Fri till 8pm Sat 11am-4pm Sun","106 N. Cayuaga St","Ithaca","NY",NA,"Book Stores/Retail Shops",NA,1990,"FALSE"
"2457","3581","Cornell U.-Willard Straight Hall & Olin Library",NA,NA,"Ithaca","NY","Cruisy Area","Cruising Areas","checked",1990,"TRUE"
"2458","3582","Stewart Park W. of pavilion ",NA,NA,"Ithaca","NY","Cruisy Area","Cruising Areas","checked",1990,"TRUE"
"2459","3583","Nite Spot","483-3456 3pm-2am","201 Windsor ","Jamestown","NY","(D),(YC),(V),(B)","Bars",NA,1990,"FALSE"
"2460","3584","Sneakers ","484-8816 noon-2am","100 Harrison ","Jamestown","NY","(MW),(D),(E),(S),(YC),(LV),(V)","Bars",NA,1990,"FALSE"
"2461","3585","Chautiaqua Mall",NA,NA,"Jamestown","NY","Cruisy Area","Cruising Areas","checked",1990,"TRUE"
"2462","3586","Ulster County & Lesbian Alliance","626-3203 info & event line taped messages","UPO Box 3785, 12401 ","Kingston","NY",NA,"Info Lines & Services","checked",1990,"FALSE"
"2463","3587","'Rest Stop' Rt 81 S. & N.",NA,NA,"Kirkwood","NY","Cruisy Area","Cruising Areas","checked",1990,"TRUE"
"2464","3588","King Hendricks Motel","792-0418 open year-round",NA,"Lake George","NY","(MX),(MW),(SW)","Accommodations","checked",1990,"FALSE"
"2465","3589","Rumours ","798-0820 8pm-4am Mon-Sat 2pm-4am Sun",NA,"Lake George","NY","(*),(D),(YC),(V),(S)","Bars","checked",1990,"FALSE"
"2466","3590","'Rest Stop' on I-87 nr exit 28",NA,NA,"Lake George","NY","Cruisy Area","Cruising Areas","checked",1990,"TRUE"
"2467","3591","Mud Puddles ","523-4446 9pm-3am Wed-Sun clsd Mon-Tues","3 School St. ","Lake Placid","NY","(*),(MX),(MW),(D),(YC)","Bars",NA,1990,"FALSE"
"2468","3592","Artist Cafe","523-9493","1 Main St. ","Lake Placid","NY","(MX),(MW)","Restaurants & Cafes",NA,1990,"FALSE"
"2469","3593","Cooperas Pond- Trail starts 5 mi NE 'BA' woods & pond off E. side of Rte 86 at junction of Rts 86 & 73",NA,NA,"Lake Placid","NY","Cruisy Area","Cruising Areas","checked",1990,"TRUE"
"2470","3594","After Hours Travel ","434-0948","PO Box 1301, 14094 ","Lockport","NY","(IGTA)","Travel/Tour Operators","checked",1990,"FALSE"
"2471","3595","Christopher St","343-9249 8pm-4am ","170 Silverlake ","Middletown","NY","(MW),(S),(D),(F)","Bars",NA,1990,"FALSE"
"2472","3596","'Rest Stop' on I-84 btwn Middleton & New Hampton",NA,NA,"Middletown","NY","Cruisy Area","Cruising Areas","checked",1990,"TRUE"
"2473","3597","Adult Book Store","562-0409","Rte 9W","New Rochelle","NY",NA,"Erotica/Adult Groups",NA,1990,"FALSE"
"2474","3598","Gay Switchboard ","777-1800 noon-midnight",NA,"New York","NY",NA,"Info Lines & Services","checked",1990,"FALSE"
"2475","3599","Jeffrey E. Lavigne, MD","879-4260 ","No. 7 East 68th St.","New York","NY",NA,"Info Lines & Services",NA,1990,"FALSE"
"2476","3600","Open Quest Institute","(800) 992-9239 24 hour Crisis Hotline",NA,"New York","NY",NA,"Info Lines & Services","checked",1990,"FALSE"
"2477","3601","Affirmation ","777-2528","PO Box 288 Cooper Sta, NY 10276","New York","NY",NA,"Religious Institutions","checked",1990,"FALSE"
"2478","3602","Gay/Lesbian Inter-religious Coalition ","866-3580 clearinghouse for religious group info",NA,"New York","NY",NA,"Religious Institutions","checked",1990,"FALSE"
"2479","3603","Lutherans Concerned ","783-2653/278-5066","PO Box 2217, Brooklyn, NY 11202","New York","NY",NA,"Religious Institutions","checked",1990,"FALSE"
"2480","3604","SDA Kinship ","662-8656 2nd Sat",NA,"New York","NY",NA,"Religious Institutions","checked",1990,"FALSE"
"2481","3605","Equal Time","(516)587-8669","13 S. Carl, Babylon ","New York","NY",NA,"Publications","checked",1990,"FALSE"
"2482","3606","Gayellow Pages","674-0120 annual guidebook","Box 292 Village Sta, 10014 ","New York","NY",NA,"Publications","checked",1990,"FALSE"
"2483","3607","Manhattan GX","832-4950","118 E 59th St. 3rd Fl","New York","NY",NA,"Publications",NA,1990,"FALSE"
"2484","3608","Michael's Thing","724-3691","160 W 46th St","New York","NY",NA,"Publications",NA,1990,"FALSE"
"2485","3609","New York Native","627-2120","PO Box 1475 Church St, Sta, NY, NY 10008","New York","NY",NA,"Publications","checked",1990,"FALSE"
"2486","3610","Parlee Entertainment Magazine","(516)587-8669","PO Box 430, Babylon, 11702 ","New York","NY",NA,"Publications","checked",1990,"FALSE"
"2487","3611","Wilde Side","(516)435-2929","PO Box 1000, Commack ","New York","NY",NA,"Publications","checked",1990,"FALSE"
"2488","3612","AA Gay/Lesbian ","at Lesbian/Gay Community Center Sun noon 4:15pm 6pm Tues & Wed 8pm Sat 6:15pm",NA,"New York","NY",NA,"Info Lines & Services","checked",1990,"FALSE"
"2489","3613","Alcoholism Services","at Lesbian/Gay Community Center 713-5481",NA,"New York","NY",NA,"Info Lines & Services","checked",1990,"FALSE"
"2490","3614","Gay Male S/M Activities ","at Lesbian/Gay Community Center 2nd 4th Wed 8:30pm",NA,"New York","NY",NA,"Info Lines & Services","checked",1990,"FALSE"
"2491","3615","Girth & Mirth Club of NY","at Lesbian/Gay Community Center (914)699-7735 3rd Sat 8:30p",NA,"New York","NY",NA,"Info Lines & Services","checked",1990,"FALSE"
