ID2,title,description,streetaddress,city,state,amenityfeatures,type,unclear_address,unclear type or question,notes,Year,Last Modified
1829,Loading Dock,(W & Levi) ,3400 S. Orange Blossom Tr.,Orlando,FL,"(*),(W),(PT)",Bars/Clubs,,,,1986,2/18/2022 1:42pm
1830,M.C.C.,(305) 894-1081,,Orlando,FL,(MCC),Religious Institution,checked,,,1986,6/7/2022 2:20pm
1831,Midnight News,(Adult boutique) ,410 N. Orange Blossom Tr.,Orlando,FL,(*),"Erotic Shop,Book Store",,,,1986,6/7/2022 2:07pm
1832,Odds and Ends Club,,4910 Edgewater Dr.,Orlando,FL,"(L),(S)",Bars/Clubs,,,,1986,2/18/2022 1:50pm
1833,Palace Club,(Disco) (AH-Fri. & Sat. only) ,3400 S. Orange Blossom Tr.,Orlando,FL,"(D),(AH),(*)",Bars/Clubs,,,,1986,2/18/2022 1:51pm
1834,Parliament House ,(Super complex) (Disco) (5 bars) (Liquor) (H-120 motel units) ,410 N. Orange Blossom Tr. ,Orlando,FL,"(*),(YC),(D),(S),(R),(H)","Bars/Clubs,Restaurant,Hotel",,,,1986,2/18/2022 1:53pm
1835,Sherri's ,,912 N. Mills Ave.,Orlando,FL,(L),Bars/Clubs,,,,1986,2/18/2022 1:53pm
1836,Silver Hammer,(W & Levi) ,1300 N. Mills Ave.,Orlando,FL,"(W),(PT),(*)",Bars/Clubs,,,,1986,2/18/2022 1:54pm
1837,Southern Nights,"(Some L, M) (Disco) (Wed*) (Liquor) ",375 S. Bumby Ave.,Orlando,FL,"(L),(M),(D),(S),(R),(*)","Restaurant,Bars/Clubs",,,,1986,6/7/2022 2:23pm
1838,Steak 'n' Egg,,900 W. Colonial Dr.,Orlando,FL,"(M),(R),(C),(AH)",Restaurant,,,,1986,2/18/2022 1:56pm
1839,The Paper,,"PO. Box 8762, Orlando 52856",Orlando,FL,,Publication,checked,,,1986,2/18/2022 1:56pm
1840,3000 Club,,3000 N. Orange Ave.,Orlando,FL,"(PT),(OC)",Bars/Clubs,,,,1986,2/18/2022 1:57pm
1841,Altemonte Mall,Mall News & North end,,Orlando,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/18/2022 1:58pm
1842,Eola Park & Drive,(11pm curfew),,Orlando,FL,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,2/18/2022 2:04pm
1843,Fashion Square Shopping Mall,T-Rooms,,Orlando,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/18/2022 2:04pm
1844,'Rest Stop' ,on 1-4 Buena Vista (AYOR— Fuzz),,Orlando,FL,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,2/18/2022 2:04pm
1845,U.C.F. ,Village Center T-Room,,Orlando,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/18/2022 2:04pm
1846,Gold Rush Saloon,(AIA at Granada) ,18 Bouvard,Ormond Beach,FL,,Bars/Clubs,,,,1986,2/18/2022 2:05pm
1847,Fiesta Room,,110 Harrison Ave.,Panama City,FL,"(D),(*)",Bars/Clubs,,,,1986,2/18/2022 2:06pm
1848,La Royale Lounge & Liquor Store,,100 Harrison ,Panama City,FL,"(*),(D),(PT)",Bars/Clubs,,,,1986,2/18/2022 2:07pm
1849,McKenzie Park,,,Panama City,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/18/2022 2:10pm
1850,'Rest Stop' ,"next to Gulf Coast College
at foot of bay bridge—E.",,Panama City,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/18/2022 2:10pm
1851,Roadside Park ,near Tyndall A.F.B.,,Panama City,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/18/2022 2:10pm
1852,New Municipal Pier,T-Rooms,,Panama City,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/18/2022 2:10pm
1853,Bodenheimers ,,304 S. Alcaniz,Pensacola,FL,"(M),(R)",Restaurant,,,,1986,2/18/2022 2:09pm
1854,Dignity ,,"P O. Box 9244, Pensacola 32503",Pensacola,FL,,Religious Institution,checked,,,1986,6/7/2022 12:33pm
1855,Fancy Free,(Disco) ,4026 Mobile Hwy.,Pensacola,FL,"(D),(S),(R),(*)","Bars/Clubs,Restaurant",,,,1986,2/18/2022 2:12pm
1856,M.C.C.,,510 Massachusetts,Pensacola,FL,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
1857,Nite Owl ,(BYOB) (AH*) ,,Pensacola,FL,"(BYOB),(AH),(*)",Bars/Clubs,checked,,Intendencia & Jefferson,1986,2/18/2022 2:20pm
1858,Quite Village Inn,(Sun. buffet) (Liquor) (WE*) ,3107 E. Cervantes,Pensacola,FL,"(D),(WE),(OC),(*)",Bars/Clubs,,,,1986,6/7/2022 2:26pm
1859,Red Carpet ,,204 Old Corry Rd.,Pensacola,FL,"(PT),(L)",Bars/Clubs,,,,1986,2/18/2022 2:21pm
1860,Red Garter ,(Disco) (Liquor) (Newly enlarged) ,500 S. Palafox,Pensacola,FL,"(*),(YC),(D),(S)",Bars/Clubs,,,,1986,2/18/2022 2:21pm
1861,Round Up,"(Some W, SM) ",706 E. Gregory ,Pensacola,FL,"(W),(SM),(PT),(*)",Bars/Clubs,,,,1986,2/18/2022 2:22pm
1862,Beach ,"on Santa Rosa Island
3 mi. E. of Navarre Beach",,Pensacola,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/18/2022 2:23pm
1863,Old Chimney ,nr. bluff on scenic hwy.,,Pensacola,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/18/2022 2:23pm
1864,Pensacola Beach,,,Pensacola,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/18/2022 2:23pm
1865,Florida Stepping Stones,(Referral service) ,"PO. Box 478, PS. 33492",Port Salerno,FL,,"Business,Escort Service",checked,,,1986,6/7/2022 12:23pm
1866,Mr. G's,(Wed.-Sat.) (Tiki Lounge opening soon) ,2115 Tamiami Trail,Punta Gorda,FL,"(R),(*)",Restaurant,,,,1986,2/18/2022 2:28pm
1867,Le Club,(Disco) (US 1) ,1900 Broadway ,Riviera Beach,FL,(D),Bars/Clubs,,,,1986,2/18/2022 2:31pm
1868,Beaux Arts,"(Movies, E, community events) ",7711 60th St. N.,Pinellis Park,FL,(E),Theatre,,,,1986,2/18/2022 2:33pm
1869,Club,(Disco) (Occ 5) ,1113 Central Ave.,St. Petersburg,FL,"(D),(PT),(R),(*)","Bars/Clubs,Restaurant",,,,1986,2/18/2022 2:33pm
1870,Engine Room,"(Some W, L) ",1020 S. 4th St.,St. Petersburg,FL,"(W),(L)",Bars/Clubs,,,,1986,2/18/2022 2:34pm
1871,Male Stop,(Gifts & cards) ,157 1st Ave. N.,St. Petersburg,FL,,Business,,,,1986,2/18/2022 2:34pm
1872,Marilyn's Closet,,8302 N. 4th St.,St. Petersburg,FL,"(M),(L),(PT)",Bars/Clubs,,,,1986,2/18/2022 2:35pm
1873,M.C.C.,,2546 1st Ave. S.,St. Petersburg,FL,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
1874,Mr. Bill's Stuffed Pepper,(Burgers) ,2612 Central Ave.,St. Petersburg,FL,"(R),(*)",Restaurant,,,,1986,2/18/2022 2:40pm
1875,The Line ,(813) 586-4297,"PO. Box 14-323, St. R 33733",St. Petersburg,FL,,Bars/Clubs,checked,,,1986,6/7/2022 12:23pm
1876,Bayshore Dr.,from 2nd to Vinay Park,,St. Petersburg,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/18/2022 2:42pm
1877,Maximo Park,,,St. Petersburg,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/18/2022 2:42pm
1878,Pass-a-Grille Beach,below 8th St.,,St. Petersburg,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/18/2022 2:42pm
1879,Skyway Bridge Park,,,St. Petersburg,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/18/2022 2:42pm
1880,Lighted Tree Garden Bar & R,(Adj. guest house) (Pass-a-Grille Beach) ,109 8th Ave.,St. Petersburg Beach,FL,"(R),(*)",Restaurant,,,,1986,2/18/2022 2:46pm
1881,Adult Entertainment Center ,,7338 S. Tamiami Trail,Sarasota,FL,,Erotic Shop,,,,1986,2/18/2022 2:47pm
1882,Charlie's News Stand,,1341 Main St.,Sarasota,FL,,Book Store,,,,1986,6/7/2022 2:06pm
1883,Dominion ,(Publication) ,"P.O. B ox 15851, Sarasota, 33579",Sarasota,FL,,Publication,checked,,,1986,2/18/2022 2:48pm
1884,Gayline ,(813) 377-6343,,Sarasota,FL,,Hotline,checked,,,1986,2/18/2022 2:48pm
1885,Impressions,(Disco) ,3914 S. Tamiami Trail,Sarasota,FL,"(*),(YC),(D),(R),(E)","Bars/Clubs,Restaurant",,,,1986,6/7/2022 2:13pm
1886,La Salle Motel ,,714 N. Tamiami Trail,Sarasota,FL,"(M),(H)",Hotel,,,,1986,2/18/2022 2:49pm
1887,M.C.C.,,3975 Fruitville Rd.,Sarasota,FL,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
1888,Stingers ,(Some levis & W) ,101 Central Ave.,Sarasota,FL,"(D),(W),(*)",Bars/Clubs,,,at 1st,1986,2/18/2022 2:51pm
1889,The News Stand ,,74 South Gate Plaza,Sarasota,FL,,Book Store,,,,1986,6/7/2022 2:07pm
1890,T.J.'s Upper Deck,(Upstairs) ,1359 1/2 Main St.,Sarasota,FL,"(R),(*)",Restaurant,,,,1986,2/18/2022 2:54pm
1891,Gulfstream Ave.,parking lot Ringling Blvd. & Gulf Stream,,Sarasota,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/18/2022 2:55pm
1892,North Lido Beach Woods,,,Sarasota,FL,"Cruisy Area,(M),(AYOR)",Cruising Areas,checked,,,1986,2/18/2022 2:55pm
1893,Palm Ave.,(Hustlers) - N. Lido beach,,Sarasota,FL,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,2/18/2022 2:55pm
1894,Club Park Ave.,(Disco) (W-Cruise bar & Grecian Garden) ,115 E. Park Ave.,Tallahassee,FL,"(*),(P),(D),(PT),(W),Cruisy Area",Bars/Clubs,checked,,,1986,6/7/2022 2:11pm
1895,Florida State U. ,Bellemy Bldg. basement,,Tallahassee,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 6:46pm
1896,Florida State U. ,3rd floor library,,Tallahassee,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 6:46pm
1897,Park ,by P.O. opp. Club Park Ave.,,Tallahassee,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 6:46pm
1898,'Rest Stop' ,on U.S. 27 S.,,Tallahassee,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 6:46pm
1899,Tallahassee Mall,T-Rooms (Weekday eves.) ,,Tallahassee,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 6:46pm
1900,Baxter's ,(Hot Men) ,714 S. Dale Mabry ,Tampa,FL,"(E),(*)",Bars/Clubs,,,,1986,2/22/2022 6:50pm
1901,Bay Area Rights Council,,"PO. Box 947, Tam pa 33601",Tampa,FL,,Organization,checked,,,1986,6/7/2022 12:30pm
1902,B.J.,(Disco) ,4427 W. Kennedy ,Tampa,FL,"(YC),(L),(D),(PT),(*)",Bars/Clubs,,,,1986,2/22/2022 7:00pm
1903,Carousel ,"(Some OC, Hustlers) (WE*) ",1806 W. Platt,Tampa,FL,"(OC),(*)",Bars/Clubs,,,,1986,2/22/2022 7:00pm
1904,Club Tampa Baths & Health Club,,215 N. 11th St.,Tampa,FL,(*),Bathhouses,,,,1986,2/22/2022 7:04pm
1905,Club 2606 ,"(Some SM, W) (WE*) ",2606 N. Armenia,Tampa,FL,"(SM),(W),(WE),(*)",Bars/Clubs,,,,1986,2/22/2022 7:04pm
1906,Dignity ,(Church) ,"P.O. Box 3306, Tampa 33601",Tampa,FL,,Religious Institution,checked,,,1986,6/7/2022 12:33pm
1907,El Goya ,(Disco) (Best Sun. & Tue.) (Burgers) ,1430 E. 7th Ave.,Tampa,FL,"(D),(E),(M)",,,,(Ybor City) ,1986,2/22/2022 7:07pm
1908,Firehouse Pub,,8923 N. Florida,Tampa,FL,"(PT),(N)",Bars/Clubs,,,,1986,2/22/2022 7:08pm
1909,Gay Hotline ,(813) 229-8839,,Tampa,FL,,Hotline,checked,,,1986,2/22/2022 7:08pm
1910,Gay/ Lesbian Coalition ,(813) 974-GAYS,,Tampa,FL,,Organization,checked,,,1986,6/7/2022 12:40pm
1911,Lifestyle Bookstore & Gifts,,202 S. Howard,Tampa,FL,(L),"Business,Book Store",,,,1986,2/22/2022 7:09pm
1912,M.C.C.,,2904 Concordia Ave.,Tampa,FL,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
1913,Northside Bar,(Liquor) ,9002 N. Florida Ave. ,Tampa,FL,"(M),(N)",Bars/Clubs,,,,1986,2/22/2022 7:10pm
1914,Officers Club ,(Small Disco) (Some Levi & SM) ,1204 N. Franklin St.,Tampa,FL,(SM),Bars/Clubs,,,,1986,2/22/2022 7:11pm
1915,Ohio Bar,,202 Polk,Tampa,FL,"(PT),(RT),(M)",Bars/Clubs,,,,1986,2/22/2022 7:11pm
1916,Old Plantation ,(Disco) (WE*) ,1725 W. Kennedy ,Tampa,FL,"(D),(WE),(*)",Bars/Clubs,,,,1986,2/22/2022 7:12pm
1917,Papillions ,,3976 W. Hillsborough Ave.,Tampa,FL,"(L),(N)",Bars/Clubs,,,,1986,2/22/2022 7:12pm
1918,Pellican's Loft,,,Tampa,FL,,Bars/Clubs,checked,,22nd St. & 5th Ave. (Ybor City) ,1986,2/22/2022 7:13pm
1919,Rene's ,(Disco) ,2605 W. Kennedy ,Tampa,FL,(D),Bars/Clubs,,,,1986,2/22/2022 7:14pm
1920,Rumors ,,4502 S. Dale Mabry,Tampa,FL,"(M),(L),(PT),(W)",Bars/Clubs,,,,1986,2/22/2022 7:14pm
1921,Ruth's Country Kitchen,(24 hrs.) ,3027 W. Kennedy ,Tampa,FL,"(M),(R)",Restaurant,,,,1986,2/22/2022 7:17pm
1922,Sahara ,,4043 W. Kennedy ,Tampa,FL,"(L),(D)",Bars/Clubs,,,,1986,2/22/2022 7:17pm
1923,Southern Spotlight,(Publication) ,"PO. Box 7289, Tampa, 33673",Tampa,FL,,Publication,checked,,,1986,2/22/2022 7:18pm
1924,Tampa Bay Business Guild,,1521 S. Dale Mabry #656,Tampa,FL,,"Organization,Business",,,,1986,2/22/2022 7:18pm
1925,The Bridge,(BYOB) (Disco) ,5519 W. Hillsborough,Tampa,FL,"(AH),(BYOB),(D),(S)",Bars/Clubs,,,,1986,2/22/2022 7:19pm
1926,Tom Cat Theatre,(Ritz II) ,1503 E. 7th St.,Tampa,FL,,Theatre,,,,1986,2/22/2022 7:22pm
1927,Ballast Point ,,,Tampa,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 7:26pm
1928,Horizon Point,,,Tampa,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 7:26pm
1929,Lowery Park,"T-Rooms, especially ones nr. river",,Tampa,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 7:26pm
1930,Tampa Mun. Beach ,"Campbell Causeway
(T-Rooms are suicide—AYOR)",,Tampa,FL,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,2/22/2022 7:26pm
1931,U. of S. Fla. ,T-Room nr. book store,,Tampa,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 7:26pm
1932,French Connection,,9610 Gulf Blvd.,Treasure Island,FL,,Bars/Clubs,,,,1986,2/22/2022 7:26pm
1933,Adam's Attic,(Unisex) ,3635 S. Dixie Hwy,West Palm Beach,FL,"(YC),(D)",Bars/Clubs,,,,1986,2/22/2022 7:28pm
1934,Crane's Nest ,(Some L) (Occ. S) ,5004 S. Dixie Hwy.,West Palm Beach,FL,"(L),(PT),(*)",Bars/Clubs,,,,1986,2/22/2022 7:28pm
1935,H.G. Rooster's Bar & Grille,(Burgers) ,823 Belvedere Rd.,West Palm Beach,FL,"(PT),(*)",Bars/Clubs,,,,1986,2/22/2022 7:29pm
1936,Kevin's ,(Disco) ,6910 S. Dixie Hwy. ,West Palm Beach,FL,"(YC),(D),(*)",Bars/Clubs,,,,1986,2/22/2022 7:29pm
1937,Man's Land ,(Levi & W) (Cruisy patio) ,508 25th St.,West Palm Beach,FL,"(*),(W),(PT)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:32pm
1938,M.C.C.,,1015 N. Dixie,West Palm Beach,FL,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
1939,Sea Grape Motel,,2618 Broadway,West Palm Beach,FL,"(M),(H)",Hotel,,,,1986,2/22/2022 7:31pm
1940,Air Force ,'BA' Beach,,West Palm Beach,FL,"(BA),Cruisy Area",Cruising Areas,checked,,,1986,2/22/2022 7:33pm
1941,Curry Park ,T-Room,,West Palm Beach,FL,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,2/22/2022 7:33pm
1942,Seawall ,(Summers) ,,West Palm Beach,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 7:33pm
1943,US 1 ,from 25th to 45th,,West Palm Beach,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 7:33pm
1944,Other Paths,(Publication) ,"P.O. Box 1387, W.P. 32790",Winter Park ,FL,,Publication,checked,,,1986,2/22/2022 7:34pm
1945,Cady Way Park ,Jogging Path,,Winter Park ,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 7:35pm
1946,Rolling College ,Beach T-Rooms,,Winter Park ,FL,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 7:35pm
1947,Rolling College,Library (Basement) T-Rooms,,Winter Park ,FL,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,2/22/2022 7:35pm
1948,Flutters,(Disco) (WE*) ,1316 S. Westover,Albany,GA,"(YC),(D),(S),(WE),(*)",Bars/Clubs,,,,1986,2/22/2022 7:39pm
1949,Gerrie's Lounge,,166 S. Harding ,Albany,GA,,Bars/Clubs,,,,1986,2/22/2022 7:40pm
1950,The Place ,(Set-ups) (Patio) ,"166 S, Harding St.",Albany,GA,"(*),(D),(PT)",Bars/Clubs,,,,1986,2/22/2022 7:40pm
1951,Barnett's Book Store,,147 College Ave.,Athens,GA,(M),Book Store,,,,1986,2/22/2022 7:49pm
1952,Cloud 9 ,(Disco) (Closed Sunday) ,215 Tallassee,Athens,GA,"(YC),(D),(S),(R),(*)","Bars/Clubs,Restaurant",,,,1986,2/22/2022 7:50pm
1953,Hobbit Habit ,(Books) ,146 E. Clayton,Athens,GA,,Book Store,,,,1986,2/22/2022 7:51pm
1954,Clayton & College Sts. ,"(Weekdays, nights) ",,Athens,GA,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 7:57pm
1955,Legion Pool,(Summers) ,,Athens,GA,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 7:57pm
1956,U. of Ga. ,"Main Library, 5th & 6th floor T-Rooms",,Athens,GA,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 7:57pm
1957,U. of Ga. ,Peabody Hall basement T-Room,,Athens,GA,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 7:57pm
1958,U. of Ga. ,Stegeman Hall gym steam room,,Athens,GA,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 7:57pm
1959,U. of Ga. ,Science Library main floor T-Rooms,,Athens,GA,Cruisy Area,Cruising Areas,checked,,,1986,2/22/2022 7:57pm
1960,Armory ,(Disco) (Macho) (Cruisy) (Sun. T-D) ,838 Juniper N.E. ,Atlanta,GA,(D),"Bars/Clubs,Cruising Areas",checked,,nr. 6th,1986,6/7/2022 1:24pm
1961,Atlanta Biz & Prof. Guild,(404) 872-1922,,Atlanta,GA,,Bars/Clubs,checked,,,1986,6/7/2022 2:20pm
1962,Aunt B's Bar & R,(Downtown) ,231 Ivy St.,Atlanta,GA,,"Restaurant,Bars/Clubs",,,,1986,2/22/2022 7:59pm
1963,Back Street,(WE*) (Disco) (Enter rear) ,845 Peachtree N.E. ,Atlanta,GA,"(WE),(P),(YC),(E),(D),(*)",Bars/Clubs,,,(nr. 6th & Juniper) ,1986,6/7/2022 2:23pm
1964,Boy Next Door ,(Clothing) ,1449 Piedmont Rd. N.E.,Atlanta,GA,,Business,,,,1986,2/22/2022 8:00pm
1965,Bulldog & Co ,"(W,SM) (FFA) (Cruisy) (Enter thru rear parking lot) ",893 Peachtree St. N.E.,Atlanta,GA,"(*),(W),(SM),(FFA)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:25pm
1966,Celebrity Club,,306 Ponce de Leon N.E.,Atlanta,GA,(S),Bars/Clubs,,,,1986,2/22/2022 8:02pm
1967,Christopher's Kind,(Books) ,70 13th St. N.E. ,Atlanta,GA,(*),Book Store,,,,1986,2/22/2022 8:02pm
1968,Club Baths of Atl. ,(CBC Health Club) ,76 4th St. N.W.,Atlanta,GA,(*),Bathhouses,,,,1986,2/22/2022 8:03pm
1969,Club Body Center ,(Health Club) (Men & Women) ,549 Amsterdam Ave. N.E.,Atlanta,GA,(M),Bathhouses,,,,1986,2/22/2022 8:04pm
1970,Colony Square Athletic Club,(Men & Women) ,Peachtree at 14th St. N.E.,Atlanta,GA,(M),Bars/Clubs,checked,,Colony Sq. Hotel,1986,6/7/2022 2:17pm
1971,Cove ,(Open Sun.) (Cruisy) (Disco) (24 Hours) (Some L) ,586 Worchester Dr. N.E.,Atlanta,GA,"(R),(PT),(*),(L)","Restaurant,Cruising Areas",,,,1986,6/7/2022 1:25pm
1972,Cracker Jacks ,(Clothing) ,966 Peachtree St. N.E. ,Atlanta,GA,,Business,,,,1986,2/22/2022 8:08pm
1973,Crazy Ray's ,(Sun. brunch) (R-snacks) ,1492-B Piedmont,Atlanta,GA,"(R),(*)",Restaurant,,,(Ansley Square) ,1986,2/22/2022 8:09pm
1974,Cruise ,(Publication) ,"P.O. Box 7750, Atlanta 30357
729 Piedmont N.E.",Atlanta,GA,,Publication,checked,,,1986,2/22/2022 8:11pm
1975,Dignity ,(Church) ,"P.O. Box 14342, Atlanta 30324",Atlanta,GA,,Religious Institution,checked,,,1986,6/7/2022 12:33pm
1976,Dunk & Dine ,(Open late) ,2305 Cheshire Bridge Rd.,Atlanta,GA,"(M),(R)",Restaurant,,,,1986,2/22/2022 8:12pm
1977,Dusty's ,(Barbecue) ,1815 Briar Cliff Rd. ,Atlanta,GA,"(M),(R)",Restaurant,,,,1986,2/22/2022 8:13pm
1978,Executive Modeling Agency ,(404) 875-1927,,Atlanta,GA,,Escort Service,checked,,,1986,2/22/2022 8:14pm
1979,Festival Lounge ,,142 Spring St.,Atlanta,GA,"(B),(E)",Bars/Clubs,,,,1986,2/22/2022 8:15pm
1980,Fitness 1st ,(Gym) ,1407 Peachtree St. N.E.,Atlanta,GA,(M),Gym,,,,1986,2/22/2022 8:15pm
1981,551 ,(R & Deli) ,551 Ponce de Leon N.E.,Atlanta,GA,"(N),(R)",Restaurant,,,,1986,2/22/2022 8:16pm
1982,Flex Hotel,,826 Peachtree St. N.E.,Atlanta,GA,"(M),(H)",Hotel,,,,1986,2/22/2022 8:16pm
1983,Gallus ,(R upstairs) (Downstairs cruise bar- Hustlers) ,49 6th St. N.E.,Atlanta,GA,"(*),Cruisy Area",Restaurant,checked,,,1986,6/7/2022 2:11pm
1984,Gay Center ,(404) 876-5372,848 Peachtree St. N.E.,Atlanta,GA,,Community Center/ Support Group,,,,1986,6/7/2022 12:38pm
1985,Gene & Gabe's ,(Very M) ,1578 Piedmont Rd. N.E.,Atlanta,GA,"(M),(PE),(R)",Restaurant,,,,1986,2/22/2022 8:18pm
1986,Hotel York ,,683 Peachtree St. N.E.,Atlanta,GA,"(H),(R),(M)","Restaurant,Hotel",,,,1986,6/7/2022 2:00pm
1987,Illusions ,(Disco) (Mondays *) ,1021 Peachtree St. N.E. ,Atlanta,GA,"(S),(D),(*)",Bars/Clubs,,,,1986,2/22/2022 8:21pm
1988,Inbetween ,(Disco) (WE*) ,887 Peachtree St. N .E.,Atlanta,GA,"(B),(D),(WE),(*)",Bars/Clubs,,,,1986,2/22/2022 8:22pm
1989,Integrity ,(Church) ,"P.O. Box 13603, Atlanta 30324",Atlanta,GA,,Religious Institution,checked,,,1986,6/7/2022 12:43pm
1990,IHOP,,129 North Ave. N.E.,Atlanta,GA,"(M),(R),(C),(AH)",Restaurant,,,,1986,2/22/2022 8:23pm
1991,Knight Owl Theatre & Bar,(Some L) ,1028 Peachtree St. N.E.,Atlanta,GA,(L),"Bars/Clubs,Theatre",,,,1986,2/22/2022 8:24pm
1992,Leather for Days ,(Downstairs at Bulldog) ,,Atlanta,GA,,"Business,Erotic Shop",checked,,,1986,6/7/2022 12:22pm
1993,Limelight,(Disco) ,3330 Piedmont Rd. ,Atlanta,GA,"(M),(YC)",Bars/Clubs,,,,1986,2/22/2022 8:25pm
1994,Locker Room,(Baths) ,2325 Cheshire Bridge Rd. N.E.,Atlanta,GA,(*),Bathhouses,,,,1986,2/22/2022 8:26pm
1995,M.C.C. ,,800 N. Highland Ave.,Atlanta,GA,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
1996,Midtown Gym,,1107 Peachtree St. N.E. ,Atlanta,GA,(*),Gym,,,,1986,2/22/2022 8:27pm
1997,Models Atlanta,9404) 231-0241,,Atlanta,GA,,Escort Service,checked,,,1986,2/23/2022 12:14pm
1998,Music City ,(Mags. & records) ,1510 Piedmont Rd. N.E.,Atlanta,GA,,Book Store,,,,1986,2/23/2022 1:32pm
1999,New Order Lounge ,,1544 Piedmont ,Atlanta,GA,,Bars/Clubs,,,,1986,2/23/2022 1:33pm
2000,Peach Streetery ,,884 Peachtree Rd. N.E.,Atlanta,GA,"(M),(R)",Restaurant,,,,1986,2/23/2022 1:34pm
2001,Peasant Uptown,,3500 Peachtree Rd. N.E.,Atlanta,GA,"(M),(R)",Restaurant,,,,1986,2/23/2022 1:35pm
2002,Pharr Library ,(Disco) (Cruisy cocktail hour) (Hot preppies) ,550 Pharr Rd. N.E.,Atlanta,GA,"(*),(D)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:32pm
2003,Pleasant Peasant ,,555 Peachtree St. N.E.,Atlanta,GA,"(M),(PE),(R)",Restaurant,,,,1986,2/23/2022 1:36pm
2004,Plumb Butch ,(Some Hustlers) ,1029 Peachtree St. N.E .,Atlanta,GA,,Bars/Clubs,,,,1986,2/23/2022 1:36pm
2005,Plum Nelly ,,1023 Peachtree St. N.E.,Atlanta,GA,(R),Restaurant,,,,1986,2/23/2022 1:37pm
2006,Plush Room,(Cabaret) Hotel York,,Atlanta,GA,,"Hotel,Bars/Clubs",checked,,,1986,2/23/2022 1:38pm
2007,Prince George Inn,,114 6th St. N.E.,Atlanta,GA,"(R),(*)",Restaurant,,,,1986,2/23/2022 1:38pm
2008,Saint ,(Very M) (Disco) (24 hrs.) ,1888 Cheshire Bridge Rd. N.E.,Atlanta,GA,"(M),(YC),(D),(R)","Restaurant,Bars/Clubs",,,,1986,2/23/2022 1:39pm
2009,Sammie's ,,2345 Cheshire Bridge Rd.,Atlanta,GA,"(L),(D)",Bars/Clubs,,,,1986,2/23/2022 1:40pm
2010,Southern Man ,(Clothes) ,2969 Cobb Parkway,Atlanta,GA,,Business,,,,1986,2/23/2022 1:41pm
2011,Sports Page,(Disco) ,2069 Cheshire Bridge Rd.,Atlanta,GA,"(L),(D),(R),(*)","Bars/Clubs,Restaurant",,,,1986,2/23/2022 1:44pm
2012,Stud ,"(Some W, SM) ",567 Ponce de Leon N.E.,Atlanta,GA,"(N),(W),(SM)",Bars/Clubs,,,,1986,2/23/2022 1:44pm
