ID2,title,description,amenityfeatures,streetaddress,type,city,state,unclear_address,Year,unclear type or question,notes,Last Modified
2270,Act III,(Some L),(L),855 W. Belmont,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:36pm
2271,Augie's C.K.,,"(L),(PT),(*)",3726 N. Broadway,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2272,Body Shop,(Gym-2nd floor) ,"(IGHC),(*)",3246 N. Halsted,Bathhouses,Chicago,IL,,1989,,,6/30/2022 2:37pm
2273,Buck's Saloon,,"(N),(M)",3439 N. Halstead,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2274,Bulldog Road,(Video Barn) (Opens 7am),"(N),(C&W),(*)",2914 N. Broadway,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2275,Cheecks,,(D),2730 N. Clark St.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2276,Christopher Street,(Disco) (Preppie) ('Hot'),"(*),(V)",3458 N. Halsted,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2277,Big Red's ,,(N),3279 N. Halsted,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2278,Closet ,(Punk-L),"(V),(L),(*)",3325 N. Broadway,Theatre,Chicago,IL,,1989,,,6/30/2022 2:37pm
2279,Club La Ray,(Disco),(B),3150 N. Halsted,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2280,Company ,,"(N),(OC),(M)",2683 N. Halsted,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2281,Cornellia's,,(R),748 Cornellia,Restaurant,Chicago,IL,,1989,,,6/30/2022 2:36pm
2282,Dandy's,,"(*),(E),(OC)",2632 N. Halsted,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2283,Dolores & Eddie's,(Some L) ,"(L),(E),(M)",3700 N. Broadway,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2284,Gay & Lesbian Assoc. ,"P.O. Box 4348, 60680",,,Organization,Chicago,IL,checked,1989,,,1/3/2023 10:36pm
2285,Good Shepherd M.C.C.,,(MCC),615 W. Wellington,Religious Institution,Chicago,IL,,1989,,,1/3/2023 10:36pm
2286,Goodies,"(Goodies, great stuff & more!)",(R),3631 N. Halsted,Restaurant,Chicago,IL,,1989,,,6/30/2022 2:38pm
2287,Greg's Snack & Dine,,"(M),(R)",2737 N. Clark,Restaurant,Chicago,IL,,1989,,,6/30/2022 2:37pm
2288,His 'n' Hers,(Some L) ,"(L),(V)",5820 Broadway,Theatre,Chicago,IL,,1989,,,6/30/2022 2:38pm
2289,Inner Circle,(Go go boys),(P),2546 N. Clark St.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2290,Irene's Diamonds ,(Some L),"(P),(L)",3169 N. Halsted,Bars/Clubs,Chicago,IL,,1989,,,11/15/2022 3:31pm
2291,L.A. Connection,(Cruisy) (Go go boys),"(*),(V),(YC)",3700 N. Halsted. ,"Theatre,Cruising Areas",Chicago,IL,,1989,,,6/30/2022 2:38pm
2292,Little Jim's,(Opens 7am) ,"(N),(*)",3501 N. Halsted,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2293,Loading Dock,(WE-Late),"(D),(V),(WE),(*)",3702 N. Halsted,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2294,Male Hide Leather,"(Clothes, leather, erotica)",(*),2816 N. Lincoln Ave.,Erotic Shop,Chicago,IL,,1989,,,6/30/2022 2:37pm
2295,Manhandler,(Levi) (Bock Forty!),"(W),(F&S)",1948 N. Halsted,Business,Chicago,IL,,1989,,,6/30/2022 2:37pm
2296,Medusa's,(YC-Punkie) ,"(YC),(WE),(*)",3257 N. Sheffield ,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2297,Men's Room,(Cruisy) (Levi) ,,3359 N. Halsted,"Bars/Clubs,Cruising Areas",Chicago,IL,,1989,,,6/30/2022 2:37pm
2298,Nine-O-Five Club,,(N),905 W. Belmont,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:36pm
2299,Nite Line,,"(D),(V)",3320 N. Halsted,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2300,Normandy ,,"(*),(D),(S)",3400 Clark St.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2301,North End,,(N),3733 N Halsted,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2302,Orbit ,,"(M),(D),(V)",3708 N. Broadway,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2303,Piggen's Pub,,"(R),(N)",674 W. Diversey ,Restaurant,Chicago,IL,,1989,,,6/30/2022 2:36pm
2304,Ram ,(Books & peeps),(*),3511 1/2 N. Halsted,Book Store,Chicago,IL,,1989,,,1/3/2023 10:36pm
2305,Rick's Retreat,,(N),3445 N. Halsted,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2306,Rocks,,(N),3320 N. Halsted,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2307,Sheridan Books,,,3930 N. Sheridan,Book Store,Chicago,IL,,1989,,,6/30/2022 2:38pm
2308,Sidetrack ,(Great videos) (Cruisy),"(*),(YC)",3349 N. Halsted,"Bars/Clubs,Cruising Areas",Chicago,IL,,1989,,,6/30/2022 2:37pm
2309,Suzie B's Tavern ,,(L),829 N. Montrose,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:36pm
2310,Take One,(Cruisy) ,"(YC),(V),(*)",2570 N. Clark St.,"Bars/Clubs,Cruising Areas",Chicago,IL,,1989,,,6/30/2022 2:37pm
2311,Touche,(Levi) (Cruisy) (Patio) (Fun!),"(*),(SM)",2825 N. Lincoln ,"Bars/Clubs,Cruising Areas",Chicago,IL,,1989,,,6/30/2022 2:37pm
2312,Two Doors South,,(R),3320 N. Clark St.,Restaurant,Chicago,IL,,1989,,,6/30/2022 2:37pm
2313,Unabridged Books,,(*),3251 N. Broadway,Book Store,Chicago,IL,,1989,,,6/30/2022 2:37pm
2314,Unicorn Club,(Spa) ,"(*),(P),(YC),(IGHC)",3246 N. Halsted,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2315,Windy City Times,(Publication),,606 W. Barry,Publication,Chicago,IL,,1989,,,6/30/2022 2:36pm
2316,Belmont Rocks ,S. of Belmont at Lake,Cruisy Area,,Cruising Areas,Chicago,IL,checked,1989,,,6/30/2022 2:34pm
2317,Halsted ,btw. Roscoe & Addison,Cruisy Area,,Cruising Areas,Chicago,IL,checked,1989,,,6/30/2022 2:34pm
2318,Lincoln Park,'The Bushes',Cruisy Area,,Cruising Areas,Chicago,IL,checked,1989,,,6/30/2022 2:34pm
2319,Roscoe,btw. Broadway & Lakeshore,Cruisy Area,,Cruising Areas,Chicago,IL,checked,1989,,,6/30/2022 2:34pm
2320,Bistro Too,(Disco),"(*),(V)",5015 N. Clark,Theatre,Chicago,IL,,1989,,,6/30/2022 2:38pm
2321,Blue Pub,,"(N),(OC)",3059 W. Irving Park Blvd.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2322,Christy's on Clark,,"(E),(M)",3474 N. Clark St.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2323,Coconuts,(Disco),(M),5246 N. Broadway,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2324,Different Strokes,,(N),4923 N. Clark St.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2325,Eagle's Nest,,(N),1138 W. Granville,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2326,Howard St. Book Store,,,7614 N. Ashland,Book Store,Chicago,IL,,1989,,,6/30/2022 2:38pm
2327,Inn Exile,,"(D),(V)",5758 W. 65 St.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2328,J.J.'s ,,(D),6406 N. Clark,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2329,Lost & Found,,"(L),(P)",3058 W. Irving Park Rd.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2330,Man's Country ,(Spa),(P),5015 N. Clark St.,Bathhouses,Chicago,IL,,1989,,,6/30/2022 2:38pm
2331,Man's World,(Spa),"(P),(OC)",4740 N. Western,Bathhouses,Chicago,IL,,1989,,,6/30/2022 2:38pm
2332,Mike's Terrace,,(N),1137 W. Granville,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2333,Paris Dance,(Disco) (Some L) ,"(*),(L)",1122 W. Montrose,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2334,Pelican ,,(N),6341 N. Clark St.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2335,Pepper's,,(OC),1502 W. Jarvis,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2336,Razmataz,,(L),4147 N. Elston Ave.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2337,Roscoe's,(Cocktail hour) (Patio),(*),3354 N. Halsted,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2338,Twenty One Club,,,3042 W. Irving Park Blvd.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2339,U.S. Limo Service,,,4753 N. Broadway #1034,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2340,Loyola U. ,"Cudahy Library-rear,downstairs",Cruisy Area,,Cruising Areas,Chicago,IL,checked,1989,,,6/30/2022 2:34pm
2341,O'Hare Airport,"Terminal #2, Lower level",Cruisy Area,,Cruising Areas,Chicago,IL,checked,1989,,,6/30/2022 2:34pm
2342,Sears,"Irving & Cicero, 2nd floor",Cruisy Area,,Cruising Areas,Chicago,IL,checked,1989,,,6/30/2022 2:34pm
2343,A&B Adult Books,55th & Cicero,,,Book Store,Chicago,IL,checked,1989,,,6/30/2022 2:34pm
2344,Edye Room,,"(D),(S)",6403 S. Martin Luther King Dr.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2345,Innbetween ,(Some L),(L),6301 S. Harlem,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2346,Martin's Den,,(B),5550 S. State St.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2347,Rialto ,,(N),14 Van Buren,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:35pm
2348,DePaul U. ,10th floor,Cruisy Area,,Cruising Areas,Chicago,IL,checked,1989,,,6/30/2022 2:34pm
2349,Jackson Park,Museum of Science,Cruisy Area,,Cruising Areas,Chicago,IL,checked,1989,,,6/30/2022 2:34pm
2350,Marshall Fields,2nd floor & basement,Cruisy Area,,Cruising Areas,Chicago,IL,checked,1989,,,6/30/2022 2:34pm
2351,U. of Il. ,Lincoln Hall,Cruisy Area,,Cruising Areas,Chicago,IL,checked,1989,,,6/30/2022 2:34pm
2352,U. of Il. ,Stevenson Hall,Cruisy Area,,Cruising Areas,Chicago,IL,checked,1989,,,6/30/2022 2:34pm
2353,U. of Il. ,Douglas Hall,Cruisy Area,,Cruising Areas,Chicago,IL,checked,1989,,,6/30/2022 2:34pm
2354,Union Station,,Cruisy Area,,Cruising Areas,Chicago,IL,checked,1989,,,6/30/2022 2:34pm
2355,Quality Inn,(Bar),(M),400 N. Vermillion,Bars/Clubs,Danville,IL,,1989,,,6/30/2022 2:36pm
2356,Redmore Book Store,,,425 E. Main,Book Store,Danville,IL,,1989,,,6/30/2022 2:36pm
2357,Ellsworth Park,,"Cruisy Area,(AYOR)",,Cruising Areas,Danville,IL,checked,1989,,,6/30/2022 2:34pm
2358,Adult Books & Cinema,(Cruisy),,145 N. Main St.,"Cruising Areas,Book Store,Erotic Shop",Decatur,IL,,1989,,,1/18/2023 9:42am
2359,Triple X Theater/Bookstore,S. Main St.,,,"Book Store,Theatre",Decatur,IL,checked,1989,,,1/3/2023 9:44pm
2360,Nelson Park,,Cruisy Area,,Cruising Areas,Decatur,IL,checked,1989,,,6/30/2022 2:34pm
2361,Prairie St.,(Downtown nr. YMCA),Cruisy Area,,Cruising Areas,Decatur,IL,checked,1989,,,6/30/2022 2:34pm
2362,Charlies Angles,(Disco),(*),8710 Gold St.,Bars/Clubs,Des Plains,IL,,1989,,,6/30/2022 2:38pm
2363,Ogden Books,(Cruisy),,218 Ogden Ave.,"Book Store,Cruising Areas",Downers Grove,IL,,1989,,,6/30/2022 2:36pm
2364,Faces,(Disco),"(YC),(S),(*)",130 4th St.,Bars/Clubs,East St. Louis,IL,,1989,,,6/30/2022 2:35pm
2365,Helen Schrader's,(Some L),"(OC),(S),(L)",205 N. 5th St.,Bars/Clubs,East St. Louis,IL,,1989,,,6/30/2022 2:36pm
2366,Monks Mound St. Park,,"(AYOR),Cruisy Area",,Cruising Areas,East St. Louis,IL,checked,1989,,,6/30/2022 2:34pm
2367,Ramada Inn,(R & Bar) (Jct. 31 & N.W. Tollway),(R),500 W. River Rd.,"Hotel,Restaurant,Bars/Clubs",Elgin,IL,,1989,,,1/3/2023 10:36pm
2368,Hunters,(Disco),"(V),(*)",1932 E. Higgins,Theatre,Elk Grove Village,IL,,1989,,,6/30/2022 2:37pm
2369,Busse Woods,Higgins Blvd.,Cruisy Area,,Cruising Areas,Elk Grove Village,IL,checked,1989,,,6/30/2022 2:34pm
2370,M.C.C. ,,(MCC),933 Chicago,Religious Institution,Evanston,IL,,1989,,,1/3/2023 10:37pm
2371,Northwestern U. ,Music Bldg. (3rd floor),Cruisy Area,,Cruising Areas,Evanston,IL,checked,1989,,,6/30/2022 2:34pm
2372,Triangular Park,Sheridan & Church,Cruisy Area,,Cruising Areas,Evanston,IL,checked,1989,,,6/30/2022 2:34pm
2373,Hideaway II,(Disco),"(V),(*)",7301 W. Roosevelt Rd.,Theatre,Forest Park,IL,,1989,,,6/30/2022 2:38pm
2374,Nut Bush City Limits,,(D),41 S. Harlem,Bars/Clubs,Forest Park,IL,checked,1989,,,6/30/2022 2:35pm
2375,Max & Michael's Settle Inn Resort,(312) 587-8111,,166 Eagle Point Rd.,Hotel,Fox Lake,IL,,1989,,,6/30/2022 2:35pm
2376,River's Edge,,"(M),(S),(D)",3548 N. River Rd.,Bars/Clubs,Franklin Park,IL,,1989,,,6/30/2022 2:38pm
2377,Adult Book Store,,,579 N. Henderson,"Book Store,Erotic Shop",Galesburg,IL,,1989,,,7/19/2022 12:51pm
2378,Storey Lake Park,,Cruisy Area,,Cruising Areas,Galesburg,IL,checked,1989,,,6/30/2022 2:34pm
2379,Holy Covenant M.C.C.,,(MCC),17 W. Maple,Religious Institution,Hinsdale,IL,,1989,,,1/3/2023 10:37pm
2380,Bill's Regular,,(M),216 E. State St.,Bars/Clubs,Jacksonville,IL,,1989,,,6/30/2022 2:36pm
2381,Club Illusions ,(Disco),(L),1620 Plainfield Ave.,Bars/Clubs,Joliet,IL,,1989,,,6/30/2022 2:37pm
2382,Maneuvers,(Some L) ,"(L),(D),(*)",118 E. Jefferson,Bars/Clubs,Joliet,IL,,1989,,,6/30/2022 2:35pm
2383,Denny's,Armour Rd. at Hwy 50,"(M),(R)",,Restaurant,Kankakee,IL,checked,1989,,,6/30/2022 2:34pm
2384,Kankakee River State Park,Rt. 102,Cruisy Area,,Cruising Areas,Kankakee,IL,checked,1989,,,6/30/2022 2:34pm
2385,Airie Crown Forest Preserve,(Summers),Cruisy Area,,Cruising Areas,La Grange,IL,checked,1989,,,6/30/2022 2:34pm
2386,'Rest Stop' ,on US 51 S. ,"Cruisy Area,(AYOR)",,Cruising Areas,La Salle,IL,checked,1989,,,6/30/2022 2:34pm
2387,Mineshaft ,,"(YC),(D),(*)",8437 Ogden Ave.,Bars/Clubs,Lyons,IL,,1989,,,6/30/2022 2:38pm
2388,The Regulator,,"(M),(YC)",1400 W. Jackson ,Bars/Clubs,Macomb,IL,,1989,,,6/30/2022 2:37pm
2389,'Rest Stop' ,6 mi. N. on US 67,Cruisy Area,,Cruising Areas,Macomb,IL,checked,1989,,,6/30/2022 2:34pm
2390,Il. State Park,(Summers),Cruisy Area,,Cruising Areas,Marseilles,IL,checked,1989,,,6/30/2022 2:34pm
2391,'Rest Stop' ,on I-57-1 mi. S. of Union 76 Truck Stop,"Cruisy Area,(AYOR)",,Cruising Areas,Monee,IL,checked,1989,,,6/30/2022 2:34pm
2392,Rt. 15-10 mi. W.,,Cruisy Area,,Cruising Areas,Nashville,IL,checked,1989,,,6/30/2022 2:34pm
2393,Gentleman's Adult Books,(Cruisy),,1506 N. Main,"Book Store,Cruising Areas",Normal,IL,,1989,,,6/30/2022 2:37pm
2394,Illinois St. U.,Media Center,Cruisy Area,,Cruising Areas,Normal,IL,checked,1989,,,6/30/2022 2:34pm
2395,Illinois St. U.,Theater Bldg. (2nd floor),Cruisy Area,,Cruising Areas,Normal,IL,checked,1989,,,6/30/2022 2:34pm
2396,Illinois St. U.,William Hall (Downstrs),Cruisy Area,,Cruising Areas,Normal,IL,checked,1989,,,6/30/2022 2:34pm
2397,Starved Rock State Park,,Cruisy Area,,Cruising Areas,Ottawa,IL,checked,1989,,,6/30/2022 2:34pm
2398,Renaissance Books,(Cruisy),,2307 N. Rand Rd.,"Book Store,Cruising Areas",Palatine,IL,,1989,,,6/30/2022 2:37pm
2399,Club Peorian,(Disco) (Some L) (Opens 10pm),"(*),(YC),(L),(S),(PT)",733 S. W. Adams,Bars/Clubs,Peoria,IL,,1989,,,6/30/2022 2:36pm
2400,M.C.C.,,(MCC),908 Hamilton Blvd.,Religious Institution,Peoria,IL,,1989,,,1/3/2023 10:37pm
2401,Quench Room,(Some L) ,"(D),(L),(PT)",631 W. Main ,Bars/Clubs,Peoria,IL,,1989,,,6/30/2022 2:36pm
2402,Red Fox Den,(Cocktail hour),(PE),807 S.W. Adams St.,Bars/Clubs,Peoria,IL,,1989,,,6/30/2022 2:36pm
2403,Swingers World ,"(Books, peeps) (Cruisy)",,333 Adams St.,"Book Store,Cruising Areas",Peoria,IL,,1989,,,6/30/2022 2:36pm
2404,Taking Care of Each Other,"P.O. Box 6164, 61601",,,Organization,Peoria,IL,checked,1989,,,1/3/2023 10:37pm
2405,'Rest Stop' ,on I-74 btw. Peoria & Bloomington,"Cruisy Area,(AYOR)",,Cruising Areas,Peoria,IL,checked,1989,,,6/30/2022 2:34pm
2406,Bradley Park,,Cruisy Area,,Cruising Areas,Peoria,IL,checked,1989,,,6/30/2022 2:34pm
2407,Detweiller Park,(Days),Cruisy Area,,Cruising Areas,Peoria,IL,checked,1989,,,6/30/2022 2:34pm
2408,Northwoods Mall,behind Sterlings,Cruisy Area,,Cruising Areas,Peoria,IL,checked,1989,,,6/30/2022 2:34pm
2409,Parkling lot opp.,Sears by river ,"Cruisy Area,(AYOR)",,Cruising Areas,Peoria,IL,checked,1989,,,6/30/2022 2:34pm
2410,W. Main St. ,btw. 600-1600 blks. (By car or by foot),Cruisy Area,,Cruising Areas,Peoria,IL,checked,1989,,,6/30/2022 2:34pm
2411,Chelsea Books,(Cruisy arcade),,122 N. 5th St.,"Book Store,Cruising Areas",Quincy,IL,,1989,,,11/15/2022 2:42pm
2412,M.C.C.,,(MCC),122 N. 5th St.,Religious Institution,Quincy,IL,,1989,,,1/3/2023 10:37pm
2413,Irene's Cabaret,(Disco),"(*),(S),(PT)",124 N. 5th ,Bars/Clubs,Quincy,IL,,1989,,,6/30/2022 2:35pm
2414,Downtown Square Park,,"(RT),(AYOR),Cruisy Area",,Cruising Areas,Quincy,IL,checked,1989,,,6/30/2022 2:34pm
2415,Bookmart I,,,519 W. State ,Book Store,Rockford,IL,,1989,,,6/30/2022 2:36pm
2416,Bookmart II,,,623 7th St.,Book Store,Rockford,IL,,1989,,,6/30/2022 2:36pm
2417,Office,(Some L) ,"(*),(D),(L),(OC)",513 E. State St.,Bars/Clubs,Rockford,IL,,1989,,,6/30/2022 2:36pm
2418,Short Stop,(Greasy Spoon),"(M),(AH)",517 E. State St.,Bars/Clubs,Rockford,IL,,1989,,,6/30/2022 2:36pm
2419,Augie's ,(Some Levi) ,"(OC),(RT),(L),(PT),(*)",313 20th St.,Bars/Clubs,Rock Island,IL,,1989,,,6/30/2022 2:36pm
2420,Centennial Video Center,(Cruisy arcade),(*),309 20th St.,"Theatre,Cruising Areas",Rock Island,IL,,1989,,,6/30/2022 2:36pm
2421,J.R.'s ,(Disco),"(YC),(*)",325 20th St.,Bars/Clubs,Rock Island,IL,,1989,,,6/30/2022 2:36pm
2422,Madison Square ,"(Garden ?) (Some OC,L) ","(OC),(L),(PE),(*)",321 20th St.,Bars/Clubs,Rock Island,IL,,1989,,,6/30/2022 2:36pm
2423,Rock Island Connection,(Some OC),"(D),(PT),(YC),(OC)",300 21st St,Bars/Clubs,Rock Island,IL,,1989,,,6/30/2022 2:36pm
2424,Zebulon Adult Books,(Rt. 20),(F&S),24 W. 777 Lake St.,Book Store,Roselle,IL,,1989,,,6/30/2022 2:35pm
2425,Schiller Park Woods,"enter on Cumberland, 1st N. off Irving. E. of River Rd.",Cruisy Area,,Cruising Areas,Schiller Park,IL,checked,1989,,,6/30/2022 2:34pm
2426,Bobby's ,(Disco) (Some L),"(YC),(PT),(V),(L)",3036 Peoria Rd.,Bars/Clubs,Springfield,IL,,1989,,,6/30/2022 2:37pm
2427,Expo I Books,,,300 N. 5th St.,Book Store,Springfield,IL,,1989,,,6/30/2022 2:36pm
2428,M.C.C.,,(MCC),514 N. Walnut,Religious Institution,Springfield,IL,,1989,,,1/3/2023 10:37pm
2429,Smokey's Den,(Disco) (Some L) (20th year),"(L),(*)",411 E. Washington,Bars/Clubs,Springfield,IL,,1989,,,6/30/2022 2:36pm
2430,Amtrak Station,,"Cruisy Area,(AYOR)",,Cruising Areas,Springfield,IL,checked,1989,,,6/30/2022 2:34pm
2431,Douglass Park,,Cruisy Area,,Cruising Areas,Springfield,IL,checked,1989,,,6/30/2022 2:34pm
2432,Lake Springfield,,Cruisy Area,,Cruising Areas,Springfield,IL,checked,1989,,,6/30/2022 2:34pm
2433,Gays & Lesbians of Il.,(217) 333-1187,,,Organization,Urbana,IL,checked,1989,,,1/3/2023 10:37pm
2434,Horizon Book Store,,,519 S. Goodwin,Book Store,Urbana,IL,,1989,,,6/30/2022 2:36pm
2435,Urbana Adult News,,,602 N. Cunningham,Book Store,Urbana,IL,,1989,,,6/30/2022 2:36pm
2436,'Rest Stop' ,"on I-94, N. nr. Zion",Cruisy Area,,Cruising Areas,Waukegan,IL,checked,1989,,,6/30/2022 2:34pm
2437,Illinois Beach State Park,"Trails & bird sanctuary, S. end",Cruisy Area,,Cruising Areas,Waukegan,IL,checked,1989,,,6/30/2022 2:34pm
2438,R.R. Station,at Great Lakes Navel Base ('Seafood'),Cruisy Area,,Cruising Areas,Waukegan,IL,checked,1989,,,6/30/2022 2:34pm
2439,Rainbow Inn,"(Some M, L) ","(M),(L),(PT)",12 E. Ferguson,Hotel,Wood River,IL,,1989,,,6/30/2022 2:35pm
2440,Belk Park,,Cruisy Area,,Cruising Areas,Wood River,IL,checked,1989,,,6/30/2022 2:34pm
2441,Amar Book Store,Main Street,,,Book Store,Anderson,IN,checked,1989,,,6/30/2022 2:34pm
2442,Meridian Plaza ,Jackson & Main Sts. (Late),Cruisy Area,,Cruising Areas,Anderson,IN,checked,1989,,,6/30/2022 2:34pm
2443,Dad's Cafe ,(Some H) Corner of Jefferson & Main,"(M),(N),(V),(PT),(H)",,Bars/Clubs,Andrews,IN,checked,1989,,,6/30/2022 2:34pm
2444,Bullwinkle's,"(Some YC, L) (Disco)","(R),(YC),(L),(*)",201 S. College,Restaurant,Bloomington,IN,,1989,,,6/30/2022 2:35pm
2445,Gay Switchboard ,(812) 336-4299,,,Hotline,Bloomington,IN,checked,1989,,,6/30/2022 2:34pm
2446,Pleasure Hours,(Books),,501 N. College,Book Store,Bloomington,IN,,1989,,,6/30/2022 2:36pm
2447,Monroe Public Library,block around,Cruisy Area,,Cruising Areas,Bloomington,IN,checked,1989,,,6/30/2022 2:34pm
2448,U. of Indiana,Student Union,Cruisy Area,,Cruising Areas,Bloomington,IN,checked,1989,,,6/30/2022 2:34pm
2449,U. of Indiana,Chemistry Bldg.,Cruisy Area,,Cruising Areas,Bloomington,IN,checked,1989,,,6/30/2022 2:34pm
2450,U. of Indiana,Ballentine Hall,Cruisy Area,,Cruising Areas,Bloomington,IN,checked,1989,,,6/30/2022 2:34pm
2451,Columbus Gay & Lesbian Assoc. ,,,"P.O. Box 1674, 47201",Organization,Columbus,IN,checked,1989,,,1/3/2023 10:33pm
2452,Mill Race Park,,Cruisy Area,,Cruising Areas,Columbus,IN,checked,1989,,,6/30/2022 2:34pm
2453,Lake County Fairground,W. side of lake (Parking lot),Cruisy Area,,Cruising Areas,Crown Point,IN,checked,1989,,,6/30/2022 2:34pm
2454,Gay & Lesbian Info,(GLEAM) (219) 522-0102,,,Hotline,Elkhart,IN,checked,1989,,,1/3/2023 10:38pm
2455,Concord Mall,,Cruisy Area,,Cruising Areas,Elkhart,IN,checked,1989,,,6/30/2022 2:34pm
2456,Elliott Park,,Cruisy Area,,Cruising Areas,Elkhart,IN,checked,1989,,,6/30/2022 2:34pm
2457,Main Street,,Cruisy Area,,Cruising Areas,Elkhart,IN,checked,1989,,,6/30/2022 2:34pm
2458,Oxbow Park ,nr. river,Cruisy Area,,Cruising Areas,Elkhart,IN,checked,1989,,,6/30/2022 2:34pm
2459,Crisis Line,(812) 425-4355,,,Hotline,Evansville,IN,checked,1989,,,6/30/2022 2:34pm
2460,Evansville Book Mart,(Cruisy) ,Cruisy Area,201 S. Fulton Ave.,"Book Store,Cruising Areas",Evansville,IN,checked,1989,,,11/15/2022 2:38pm
2461,Other Side II ,"(Some YC, L) (Disco)","(YC),(L),(*)",4209 E. Morgan,Bars/Clubs,Evansville,IN,,1989,,,6/30/2022 2:38pm
2462,Studio Art Theater,West Franklin St.,,,Theatre,Evansville,IN,checked,1989,,,6/30/2022 2:34pm
2463,Swinging Door ,(Disco),"(L),(*)",2130 W. Maryland St.,Bars/Clubs,Evansville,IN,,1989,,,6/30/2022 2:37pm
2464,"Tri-State Alliance, Inc.","P.O. Box 5638, 47715",,,Organization,Evansville,IN,checked,1989,,,1/3/2023 10:38pm
2465,Bus Station,,Cruisy Area,,Cruising Areas,Evansville,IN,checked,1989,,,6/30/2022 2:34pm
2466,Eastland Mall,,Cruisy Area,,Cruising Areas,Evansville,IN,checked,1989,,,6/30/2022 2:34pm
2467,Main St.,,Cruisy Area,,Cruising Areas,Evansville,IN,checked,1989,,,6/30/2022 2:34pm
2468,Mesker Park,,Cruisy Area,,Cruising Areas,Evansville,IN,checked,1989,,,6/30/2022 2:34pm
2469,Sunset Park,,Cruisy Area,,Cruising Areas,Evansville,IN,checked,1989,,,6/30/2022 2:34pm
2470,The Levee,,Cruisy Area,,Cruising Areas,Evansville,IN,checked,1989,,,6/30/2022 2:34pm
2471,Helpline,(219) 744-1199,,,Hotline,Ft. Wayne,IN,checked,1989,,,6/30/2022 2:34pm
2472,Henry's ,,"(M),(R)",536 W. Main St.,Restaurant,Ft. Wayne,IN,,1989,,,6/30/2022 2:36pm
2473,New World Church,,,213 E. Leith St.,Religious Institution,Ft. Wayne,IN,,1989,,,6/30/2022 2:36pm
2474,Old Forge I,(Some L),"(*),(D),(S),(L)",244 W. Main St.,Bars/Clubs,Ft. Wayne,IN,,1989,,,6/30/2022 2:36pm
