ID2,title,amenityfeatures,description,streetaddress,type,city,state,Year,unclear_address,unclear type or question,notes,Last Modified
829,Steam Works,(*),"(Baths)(Co-ed Sun., Mon., Thu.)",2551 5th St.,Bathhouses,Sacramento,CA,1987,,,,3/23/2022 12:20pm
830,The Rose,"(D),(YC)",(Disco),2001 V St.,Bars/Clubs,Sacramento,CA,1987,,,,3/23/2022 12:20pm
831,Tower Books & Theatre,,,Broadway & 16th,"Book Store,Theatre",Sacramento,CA,1987,checked,,,3/23/2022 12:20pm
832,Wreck Room ,"(SM),(W),(WE)",(WE*) ,2513 Broadway,Bars/Clubs,Sacramento,CA,1987,,,,3/23/2022 12:20pm
833,Beach ,Cruisy Area,nr. end of N. 10th & Richards at jet. of American & Sacramento Rivers,,Cruising Areas,Sacramento,CA,1987,checked,,,3/23/2022 12:20pm
834,N. 12th St. Beach,Cruisy Area,,,Cruising Areas,Sacramento,CA,1987,checked,,,3/23/2022 12:20pm
835,Cal. St. University,Cruisy Area,English Bldg. ,,Cruising Areas,Sacramento,CA,1987,checked,,,3/23/2022 12:20pm
836,Cal. St. University,Cruisy Area,Humanities,,Cruising Areas,Sacramento,CA,1987,checked,,,3/23/2022 12:20pm
837,Country Club Mall,Cruisy Area,M. Wards,,Cruising Areas,Sacramento,CA,1987,checked,,,3/23/2022 12:20pm
838,Country Club Mall,Cruisy Area,Penney's ,,Cruising Areas,Sacramento,CA,1987,checked,,,3/23/2022 12:20pm
839,Country Club Mall,Cruisy Area,Penney's parking lot,,Cruising Areas,Sacramento,CA,1987,checked,,,3/23/2022 12:20pm
840,Del Paso Park,"Cruisy Area,(AYOR)",(Fuzz),,Cruising Areas,Sacramento,CA,1987,checked,,,3/23/2022 12:20pm
841,Discovery Park ,Cruisy Area,(Bryte),,Cruising Areas,Sacramento,CA,1987,checked,,,3/23/2022 12:20pm
842,Greyhound Bus Depot,Cruisy Area,,,Cruising Areas,Sacramento,CA,1987,checked,,,3/23/2022 12:20pm
843,'Lavender Heights',Cruisy Area,betw. T & 'S' Sts.,21st St. ,Cruising Areas,Sacramento,CA,1987,checked,,,3/23/2022 12:20pm
844,Paradise Beach ,Cruisy Area,on American River,,Cruising Areas,Sacramento,CA,1987,checked,,,3/23/2022 12:20pm
845,Sunrise Mall,Cruisy Area,Penney's,,Cruising Areas,Sacramento,CA,1987,checked,,,3/23/2022 12:20pm
846,Sunrise Mall,Cruisy Area,Sears ,,Cruising Areas,Sacramento,CA,1987,checked,,,3/23/2022 12:20pm
847,Sunrise Mall,Cruisy Area,Macy's,,Cruising Areas,Sacramento,CA,1987,checked,,,3/23/2022 12:20pm
848,Book Arcade ,(M),,235 Monterey St.,Book Store,Salinas,CA,1987,,,,3/23/2022 12:20pm
849,Golden Gate Book Store,(M),(Cruisy) ,905 E. Alisal,"Book Store,Cruising Areas",Salinas,CA,1987,,,,3/23/2022 12:20pm
850,The Bookstore,,(Cruisy eves.*) ,645 E. Alisal,"Book Store,Cruising Areas",Salinas,CA,1987,,,,3/23/2022 12:20pm
851,Bearfacts Book Store,,,1434 E. Baseline,Book Store,San Bernardino,CA,1987,,,,3/23/2022 12:20pm
852,Grand Central ,"(*),(YC),(D),(PT)",(Disco)(Closed Mon.)(Liquor) ,345 W. 7th St.,Bars/Clubs,San Bernardino,CA,1987,,,,3/23/2022 12:20pm
853,Lil's ,"(PT),(L),(D),(*)",(Liquor) ,1353 N. 'E' St.,Bars/Clubs,San Bernardino,CA,1987,,,,3/23/2022 12:20pm
854,Skylark ,"(*),(E),(SM),(W),(D),(PT),(S),(V)","(Patio)(Some W,SM)(D)(Liquor)(Cruisy)", 917 Inland Center Dr.,"Bars/Clubs,Cruising Areas",San Bernardino,CA,1987,,,,3/23/2022 12:20pm
855,Cal. State U.,Cruisy Area,S.B. Library (2nd floor),,Cruising Areas,San Bernardino,CA,1987,checked,,,3/23/2022 12:20pm
856,Central City Mall,Cruisy Area,Montgomery Ward,,Cruising Areas,San Bernardino,CA,1987,checked,,,3/23/2022 12:20pm
857,Texaco Truck Stop,"Cruisy Area,(AYOR)",E. of 1-15 E. ,I-10,Cruising Areas,San Bernardino,CA,1987,checked,,,3/23/2022 12:20pm
858,Carl's Jr.,Cruisy Area,Off freeway S.,,Cruising Areas,San Clemente,CA,1987,checked,,,3/23/2022 12:20pm
859,San Onofre Beach State Park,"Cruisy Area,(BA)",'B.A.' area at N. end of Camp Pendleton,,Cruising Areas,San Clemente,CA,1987,checked,,,4/12/2022 12:54pm
860,Senda de La Playa Beach,Cruisy Area,nr. T-Rooms,,Cruising Areas,San Clemente,CA,1987,checked,,,3/23/2022 12:20pm
861,Balboa Park Inn ,(H),,3402 Park Blvd.,Hotel,San Diego,CA,1987,,,,3/23/2022 12:20pm
862,Bee Jay's ,"(W),(R)",(W & Levi) (Liquor) ,1421 University,Restaurant,San Diego,CA,1987,,,,3/23/2022 12:20pm
863,Best Wishes ,,(Cards & gifts) ,3850 5th Ave.,Business,San Diego,CA,1987,,,,3/23/2022 12:20pm
864,Big Kitchen,(R),(Golden Hill),3003 Grape ,Restaurant,San Diego,CA,1987,,,,3/23/2022 12:20pm
865,Book Mark & Expresso Cafe ,,,4077 Adams Ave.,"Book Store,Restaurant",San Diego,CA,1987,,,,3/23/2022 12:20pm
866,Box Office ,"(L),(S),(D)",(Disco),4450 Alvarado Canyon Rd.,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
867,Brass Rail,"(S),(WE),(D)",(Liquor)(WE*) ,3796 5th & Robinson,Bars/Clubs,San Diego,CA,1987,checked,,,3/23/2022 12:20pm
868,BULC ,"(D),(SM),(PT),(*)",(Macho)(Disco)(SM in rear) at Laurel,2501 Kettner ,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
869,California Cuisine,"(R),(M)",,1027 University Ave.,Restaurant,San Diego,CA,1987,,,,3/23/2022 12:20pm
870,Caliph Piano Bar,"(*),(E)",,3102 5th Ave.,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
871,Charter Co. Bus Co. ,,"(Tours, travel & limo)",2884 El Camino Blvd.,Business,San Diego,CA,1987,,,,3/23/2022 12:20pm
872,Cheers ,(N),,1839 Adams,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
873,Cinema F ,"(F&S),(*),(P)","(Flicks, F&S) ",1202 University,Theatre,San Diego,CA,1987,,,,3/23/2022 12:20pm
874,City Lights ,"(D),(AH)",,630 5th Ave.,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
875,Clark's Lodge,"(M),(H)",,1765 Union,Hotel,San Diego,CA,1987,,,,3/23/2022 12:20pm
876,Club San Diego ,(*),(Spa),3955 4th Ave.,Business,San Diego,CA,1987,,,,3/23/2022 12:20pm
877,Club San Francisco,(PT),,3412 University,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
878,Crypt ,(*),"(Leather, 'toys', books, erotica, etc.)",733 4th Ave.,Erotic Shop,San Diego,CA,1987,,,,3/23/2022 12:20pm
879,Dave's Baths ,,(Ocean Beach),4969 Santa Monica ,Bathhouses,San Diego,CA,1987,,,,3/23/2022 12:20pm
880,Depot ,"(W),(*)",(Some W),1005 Kettner,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
881,Dignity ,,(Church) ,"P.O. Box 33367, San Diego 92103",Religious Institution,San Diego,CA,1987,checked,,,3/23/2022 12:20pm
882,Eagle ,(AH),(AH*) ,2103 El Cajon Blvd.,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
883,Eagle Crest Hotel,"(H),(*)",,3942 8th Ave.,Hotel,San Diego,CA,1987,,,,3/23/2022 12:20pm
884,Escape,(E),(Piano bar) ,421 University Ave.,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
885,'F' St. Bookstore,(*),,4th & 'F',Book Store,San Diego,CA,1987,checked,,,3/23/2022 12:20pm
886,'F' St. Bookstore,(*),,2004 University,Book Store,San Diego,CA,1987,,,,3/23/2022 12:20pm
887,'F' St. Bookstore,(*),(Kearny Mesa),7865 Balboa Ave. ,Book Store,San Diego,CA,1987,,,,3/23/2022 12:20pm
888,'F' Street Health Club ,(*),,2200 University Ave.,Bathhouses,San Diego,CA,1987,,,,3/23/2022 12:20pm
889,Flame ,"(YC),(L),(D),(PT),(*)",(Disco),3748 Park Blvd.,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
890,Flicks,"(V),(*)",(DJ & V)(Liquor),1017 University,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
891,Gentlemen's HQ ,"(P),(F&S),(*)",,629 1st Ave.,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
892,Golden Gutter ,"(S),(E)",(Looks promising),4321 Fairmount,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
893,Greater S.D. Business Assoc.,,,"P.O. Box A 2949, S.D. 92112",Organization,San Diego,CA,1987,checked,,,7/13/2022 9:13am
894,Griffin's,"(PT),(L),(AH),(SM)",,4046 30th St.,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
895,Guide West ,,(Publication) ,"P.O. Box 4353, 92104",Publication,San Diego,CA,1987,checked,,,3/23/2022 12:20pm
896,Hard Labor ,,(Leather shop) at BULC,2501 Kettner ,Erotic Shop,San Diego,CA,1987,,,,3/23/2022 12:20pm
897,Hard Labor ,,(Leather shop),1515 N. Washington,Erotic Shop,San Diego,CA,1987,,,,3/23/2022 12:20pm
898,Headquarters ,(SM),at Upas,3404 30th St. ,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
899,Hick's ,"(YC),(V)",,1017 University Ave.,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
900,Holiday Spa Health Club ,(M),,405 Camino Del Rio South,Bathhouses,San Diego,CA,1987,,,,3/23/2022 12:20pm
901,Hut,(PT),,2581 University Ave.,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
902,International Male ,,(Clothes) ,2802 Midway Dr.,Business,San Diego,CA,1987,,,,3/23/2022 12:20pm
903,Jock's,,,2046 University Ave.,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
904,La Maison,"(M),(R)",(French R) ,3681 5th Ave.,Restaurant,San Diego,CA,1987,,,,3/23/2022 12:20pm
905,Lesbian & Gay Comm. Center ,,(619) 692-GAYS,,Community Center/Support Group,San Diego,CA,1987,checked,,,3/23/2022 12:20pm
906,Loft,"(OC),(N)",,3610 5th Ave.,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
907,Lux Book Store,(*),,722 5th Ave.,Book Store,San Diego,CA,1987,,,,3/23/2022 12:20pm
908,Matador ,"(PT),(YC),(*)",(Pacific Beach),4633 Mission ,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
909,M.C.C. ,(MCC),,4333 30th St.,Religious Institution,San Diego,CA,1987,,,,3/23/2022 12:20pm
910,Mr. Dillon's,"(YC),(PT),(D)",(Disco)(Wed.-Sun.*),1051 University Ave.,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
911,#1 Fifth Avenue,"(*),(E),(V)",(Cruisy)(Patio) nr. Robinson (No sign),3845 5th Ave. ,"Bars/Clubs,Cruising Areas",San Diego,CA,1987,,,,4/12/2022 12:55pm
912,Park Place & Boardwalk,"(WE),(V),(R)",(WE*) ,3811 Park Bl.,Restaurant,San Diego,CA,1987,,,,3/23/2022 12:20pm
913,Peacock Alley,(V),(Use rear entrance)(Preppies) ,1271 University Ave.,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
914,Pecs ,"(PT),(W),(WE)",(Some W)(6am—WE*) ,4612 Park Blvd.,Bars/Clubs,San Diego,CA,1987,,,,3/23/2022 12:20pm
915,Redwing ,"(*),(N)",(Liquor)(Sun Brunch)(Cruisy)(Fun N) betw. El Cajon & University,4012 30th ,"Bars/Clubs,Cruising Areas",San Diego,CA,1987,,,,4/5/2022 10:26am
916,San Diego Gayzette,,(Publication) ,3780 5th Ave.,Publication,San Diego,CA,1987,,,,4/6/2022 2:10pm
917,Siesta Motor Inn,"(H),(*)",(Pool),1449 9th Ave.,Hotel,San Diego,CA,1987,,,,4/6/2022 2:10pm
918,S.R.O.,,(Cruise bar) ,1807 5th Ave.,"Bars/Clubs,Cruising Areas",San Diego,CA,1987,,,,4/6/2022 2:10pm
919,Studio 9,(D),(Twinkies)(Disco)(No booze),2533 El Cajon,Bars/Clubs,San Diego,CA,1987,,,,4/6/2022 2:10pm
920,The Grande,"(D),(*)",(Disco)(Pacific Beach),1200 Garnet,Bars/Clubs,San Diego,CA,1987,,,,4/6/2022 2:10pm
921,30th St. Station,(N),,4116 30th St.,Bars/Clubs,San Diego,CA,1987,,,,4/12/2022 12:55pm
922,Update,,(Publication) ,"P.O. Box 7762, S.D. 92107",Publication,San Diego,CA,1987,checked,,,4/6/2022 2:10pm
923,Vulcan Steam Baths,(*),,805 W. Cedar,Bathhouses,San Diego,CA,1987,,,,4/6/2022 2:10pm
924,Waterloo Station,(PT),(Darts) ,3968 5th Ave.,Bars/Clubs,San Diego,CA,1987,,,,4/6/2022 2:10pm
925,West Coast Production Co.,"(*),(YC),(D)",(WCPC)(3 bars)(Dynasty)(Macho)(Disco)(Cruisy)(Liquor),1845 Hancock,"Bars/Clubs,Cruising Areas",San Diego,CA,1987,,,,4/6/2022 2:10pm
926,Whistle Stop,"(*),(D)",(Like Stud - S.F.) ,2236 Fern St.,Bars/Clubs,San Diego,CA,1987,,,,4/6/2022 2:10pm
927,White Unicorn Gifts ,,,3780 5th Ave.,Business,San Diego,CA,1987,,,,4/6/2022 2:10pm
928,Balboa Park ,Cruisy Area,nr. 6th & Laurel,Avilla & Upas,Cruising Areas,San Diego,CA,1987,checked,,,4/6/2022 2:10pm
929,Fashion Valley Shopping Center,Cruisy Area,,,Cruising Areas,San Diego,CA,1987,checked,,,4/6/2022 2:10pm
930,Foodbasket Market,Cruisy Area,,33rd & El Cajon,Cruising Areas,San Diego,CA,1987,checked,,,4/6/2022 2:10pm
931,Greyhound Bus Depot,Cruisy Area,,,Cruising Areas,San Diego,CA,1987,checked,,,4/6/2022 2:10pm
932,Hillcrest area & University Ave.,Cruisy Area,,,Cruising Areas,San Diego,CA,1987,checked,,,4/6/2022 2:10pm
933,Horton Plaza Shopping Center,Cruisy Area,,,Cruising Areas,San Diego,CA,1987,checked,,,4/6/2022 2:10pm
934,Mayfair ,Cruisy Area,('Gayfair') Market (Open 24 hrs.),5th & Robinson,Cruising Areas,San Diego,CA,1987,checked,,,4/6/2022 2:10pm
935,Mission Valley Shopping Center,Cruisy Area,,,Cruising Areas,San Diego,CA,1987,checked,,,4/6/2022 2:10pm
936,North Park,Cruisy Area,(area around 30th & University),,Cruising Areas,San Diego,CA,1987,checked,,,4/6/2022 2:10pm
937,Pacific Beach ,Cruisy Area,(Early eve.)(Grand to Garnet),,Cruising Areas,San Diego,CA,1987,checked,,,4/6/2022 2:10pm
938,Presidio Park ,"Cruisy Area,(AYOR)",(Old Town)(Fuzz),,Cruising Areas,San Diego,CA,1987,checked,,,4/6/2022 2:10pm
939,Rose Canyon Mem. Park,Cruisy Area,"Genesee & Hwy. 52, Clairmont Mesa Blvd. & Hwy. 52—Nature trails",,Cruising Areas,San Diego,CA,1987,checked,,,4/6/2022 2:10pm
940,San Clemente Canyon,Cruisy Area,Under Genesee Exit,,Cruising Areas,San Diego,CA,1987,checked,,,4/6/2022 2:10pm
941,San Diego State U.,Cruisy Area,Music Speech Bldg. (2nd floor),,Cruising Areas,San Diego,CA,1987,checked,,,4/6/2022 2:10pm
942,Silver Strand St. Beach,"Cruisy Area,(BA)",(BA)—5 mi. S. of Naval Amphibious Base (Opening in fence),,Cruising Areas,San Diego,CA,1987,checked,,,4/12/2022 12:56pm
943,Torry Pines Beach State Park,Cruisy Area,Black's 'BA' Beach--A half-hour walk from parking lot to base of golf course,,Cruising Areas,San Diego,CA,1987,checked,,,4/6/2022 2:10pm
944,Trolley stations,Cruisy Area,,'C' St. ,Cruising Areas,San Diego,CA,1987,checked,,,4/6/2022 2:10pm
945,Academy,"(F&S),(*)",,2166 Market St.,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
946,Badlands,(PT),(DJ but no D) nr. Castro,4121 18th St. ,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
947,Bear,(PT),,440 Castro St.,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
948,Books Etc. ,,,538 Castro St.,Book Store,San Francisco,CA,1987,,,,3/6/2023 12:02pm
949,Cafe Flore,"(M),(R)",, 2298 Market St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
950,Cafe Lupann's,"(M),(R)",,4072 18th St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
951,Cafe San Marcos,"(R),(PE),(WE)",(PE bar upstairs)(WE*),2367 Market St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
952,Castro Cafe,(R),,484 Castro St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
953,Castro Country Club ,"(C),(V)",(No booze)(Snacks),4058 18th St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
954,Castro Gardens,(R),(Lunch) ,558 Castro,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
955,Castro Station ,(*),(Cruisy),456 Castro St.,"Bars/Clubs,Cruising Areas",San Francisco,CA,1987,,,,3/6/2023 12:02pm
956,Church St. Station,"(R),(*),(AH)",(24 hrs.—Cruisy AH) 14th & Market,Church St.,"Restaurant,Cruising Areas",San Francisco,CA,1987,checked,,,3/6/2023 12:02pm
957,City Athletic Club,(IGHC),(Gym),2500 Market St.,"Hotel,Bathhouses",San Francisco,CA,1987,,,,3/6/2023 12:02pm
958,Cock a Doodle Do,(R),(Delivery Service),18th & Collingwood,Restaurant,San Francisco,CA,1987,checked,,,3/6/2023 12:02pm
959,Detour,(*),(Kinky Jocks)(DJ but no D),2348 Market St.,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
960,Does Your Mother Know? ,,"(Cards, gifts)",4079 18th St.,Business,San Francisco,CA,1987,,,,3/6/2023 12:02pm
961,Duo,(R),(Beer & Wine) ,4094 18th St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
962,Eagle Creek Saloon,(B),(DJ),1884 Market St.,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
963,1808 Club,"(P),(F&S)",,1808 Market St.,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
964,Elephant Walk ,,,18th & Castro,Bars/Clubs,San Francisco,CA,1987,checked,,,3/6/2023 12:02pm
965,Francine's,(L),,4149 18th St.,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
966,Galleon,"(R),(E),(OC),(*)",(Brunch) at Church,718 14th St. ,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
967,Gay Events Hot Line,,(415) 976-7600,,Hotlines,San Francisco,CA,1987,checked,,,3/6/2023 12:02pm
968,Gay Youth Community Switchboard ,,(415) 386-GAYS,,Hotlines,San Francisco,CA,1987,checked,,,3/6/2023 12:02pm
969,Gerard's Brasserie,(R),,710 14th St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
970,Headlines,(*),"(Gifts, accessories, etc.) ",557 Castro St.,Business,San Francisco,CA,1987,,,,3/6/2023 12:02pm
971,High Gear ,,(Men's clothing),600 Castro St.,Business,San Francisco,CA,1987,,,,3/6/2023 12:02pm
972,Hot'n'Hunky ,(R),(R-Hamburgers) ,4039 18th St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
973,Industrial Dance Co.,"(YC),(D),(V),(WE)",(Disco)WE*),2140 Market St.,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
974,Inn on Castro ,(H),,321 Castro St.,Hotel,San Francisco,CA,1987,,,,3/6/2023 12:02pm
975,Jun Jun ,"(M),(R)",(Japanese R),4243 18th St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
976,Leticia's,"(R),(*)",(Mexican R),2223 Market St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
977,Luisa's ,"(M),(R)",(Italian R) ,544 Castro St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
978,M.C.C. ,(MCC),,150 Eureka St.,Religious Institution,San Francisco,CA,1987,,,,3/6/2023 12:02pm
979,Men's Room,"(N),(*)",at Noe,3988 18th St.,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
980,Metro,(R),(High-tech cruise bar)(Chinese R) at Market & Noe (Upstairs),3600 16th ,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
981,Midnight Sun,"(*),(V)",(Cruisy),4067 18th St.,"Bars/Clubs,Cruising Areas",San Francisco,CA,1987,,,,3/6/2023 12:02pm
982,Mint,"(E),(PT)",,1942 Market St.,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
983,Moby Dick's,(PT),,4049 18th St.,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
984,Muscle System,(*),(Gym),2243 Market St.,Gym,San Francisco,CA,1987,,,,3/6/2023 12:02pm
985,Neon Chicken,(R),,4063 18th St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
986,"Now, Voyager ",,(Travel Service) ,4406 18th St.,Travel Service,San Francisco,CA,1987,,,,3/6/2023 12:02pm
987,Obelisk,(*),"(Gifts, jewelry)",489 Castro St.,Business,San Francisco,CA,1987,,,,3/6/2023 12:02pm
988,Orchids,"(M),(R)",(Chinese),215 Church St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
989,Orphan Andy's,"(R),(AH)",(AH*),3991 17th St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
990,Patio Cafe,(R),(Liquor) ,531 Castro St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
991,Pendulum,(BWMT),,4148 18th St.,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
992,Pensione,"(H),(*)",,1668 Market St.,Hotel,San Francisco,CA,1987,,,,3/6/2023 12:02pm
993,Phoenix,"(*),(D)",(Disco) ,482 Castro St.,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
994,Pilsner Inn ,"(*),(OC)",(Some OC),225 Church St.,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
995,Port Deli,"(M),(R),(*)",at Sanchez,3499 16th St. ,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
996,Rosie's Cantina,(R),(Fast-food Mexican R),4001 18th St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
997,Sausage Factory ,"(R),(M)",(M-Pizza-R) ,517 Castro St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
998,S.F. AIDS Foundation ,,(415) 863-AIDS,,Hotlines,San Francisco,CA,1987,checked,,,3/6/2023 12:02pm
999,"San Francisco Arts & Athletics, Inc. ",,(Gay Games),526 Castro St.,Business,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1000,Shape Up,(*),(Gym)(Both sexes),2301 Market St.,Gym,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1001,Special,(PT),,469 Castro St.,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1002,Sutter Medical Group ,,(Walk-in clinic & VD treatment),Market & Noe,Health Clinic,San Francisco,CA,1987,checked,,,3/6/2023 12:02pm
1003,24 Henry St.,"(B&B),(*)",,24 Henry St.,Hotel,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1004,Transfer,"(PT),(*)",(Cruisy)(Opens 6am) 198 Church St.,198 Church St.,"Bars/Clubs,Cruising Areas",San Francisco,CA,1987,,,,3/6/2023 12:02pm
1005,Twin Peaks,"(OC),(*)",(Mixed bag) ,Castro & Market,Bars/Clubs,San Francisco,CA,1987,checked,,,3/6/2023 12:02pm
1006,Vally's Fireside,(R),,525 Castro St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1007,Village ,(PT),(Patio) 4068 18th St.,4068 18th St.,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1008,Walgreen's Drug Store,(M),,498 Castro St.,Business,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1009,Walt Whitman Bookshop,(*),,2319 Market St.,Book Store,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1010,Welcome Home,"(M),(R)",(Beer & wine) ,464 Castro St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1011,Willows Inn,(B&B),(nr. Church & Market),710 14th St. ,Hotel,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1012,Without Reservations,(R),,460 Castro St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1013,Women's Training Center,(L),(L-Gym) ,2164 Market St.,Gym,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1014,Cala Market,Cruisy Area,,18th & Collingwood,Cruising Areas,San Francisco,CA,1987,checked,,,3/6/2023 12:02pm
1015,Dolores Park,"Cruisy Area,(AYOR)",,,Cruising Areas,San Francisco,CA,1987,checked,,,3/6/2023 12:02pm
1016,'Hibernia Beach',Cruisy Area,,18th & Castro,Cruising Areas,San Francisco,CA,1987,checked,,,3/6/2023 12:02pm
1017,Playground,"Cruisy Area,(AYOR)","betw. Collingwood & Diamond, 18th & 19th (Late nights)",,Cruising Areas,San Francisco,CA,1987,checked,,,3/6/2023 12:02pm
1018,Ambush,"(*),(W),(SM),(FFA),(R)","(Some W,SM,FFA)(Beer & wine)",1351 Harrison,"Restaurant,Bars/Clubs",San Francisco,CA,1987,,,,3/6/2023 12:02pm
1019,Animals,"(F&S),(W),(SM),(FFA),(P)","(W,SM, FFA)(Slings)",161 6th St.,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1020,Chez Mollet,(R),,527 Bryant St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1021,Cissy's Saloon,"(R),(M)",,1586 Folsom St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1022,Clementina's Baybrick Inn,"(L),(R),(D),(H),(*)",,1190 Folsom St.,"Bars/Clubs,Hotel,Restaurant",San Francisco,CA,1987,,,,3/6/2023 12:02pm
1023,Club Baths of San Francisco,"(P),(YC),(*),(IGHC)",,8th & Howard,"Hotel,Bathhouses",San Francisco,CA,1987,checked,,,3/6/2023 12:02pm
1024,C.W. Saloon,,(Adj. R) ,917 Folsom St.,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1025,Don Ramon's,(R),(Mexican R) ,225 11th St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1026,Double D,"(R),(C&W)",(Lunch*)(May be adding Disco),1123 Folsom St.,Restaurant,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1027,Eagle,(*),(See San Francisco Eagle),398 12th St.,Bars/Clubs,San Francisco,CA,1987,checked,,Pasted address according to description (pg. 88),3/6/2023 12:02pm
1028,Endup,"(WE),(D)",(Disco)(WE*) at Harrison,401 6th,Bars/Clubs,San Francisco,CA,1987,,,,3/6/2023 12:02pm
1029,Febe's,"(WE),(SM),(OC)",(WE*) ,11th & Folsom,Bars/Clubs,San Francisco,CA,1987,checked,,,3/6/2023 12:02pm
