ID2,title,streetaddress,description,city,state,amenityfeatures,type,unclear_address,unclear type or question,notes,Year,Last Modified
1492,Chez Est,458 Wethersfield Ave.,"525-3243 3pm-2am, from noon wknds",Hartford,CT,"(*),D",Bars,,,,1995,1/27/2023 7:47pm
1493,Nick's Cafe House,1943 Broad St.,"956-1573 4pm-1am, til 2am Fri-Sat, front cafe quiet, disco in back",Hartford,CT,"(MW),D,(E)",Bars,,,,1995,1/27/2023 7:48pm
1494,"Sanctuary, The",2880 Main St.,"724-1277 8pm-1am, from 6pm Sun, clsd Mon-Tues",Hartford,CT,"D,(V),(YC),(WC)",Bars,,,,1995,1/27/2023 7:49pm
1495,Dolly's Broadway Deli,1860 Broad St.,"278-2728, 7am-7pm, til 10pm Fri-Sat, til 2pm Sun",Hartford,CT,,Restaurants & Cafes,,,,1995,1/27/2023 7:50pm
1496,La Rosa's,50 Weston St.,"560-6300 Sun, Italian, some veggie, full bar",Hartford,CT,,Restaurants & Cafes,,,,1995,1/27/2023 7:51pm
1497,MetroStore,493 Farmington Ave.,"231-8845 8am-8pm, til 5pm Tues, Wed & Sat, clsd Sun, books, leather & more",Hartford,CT,(WC),Bookstores/Retail Shops,,,,1995,1/27/2023 7:51pm
1498,Reader's Feast Bookstore Cafe,529 Farmington Ave.,"232-3710 10am-9pm, til 2:30pm Sun, feminist progressive bookstore cafe, some veggie",Hartford,CT,"(*),(F),(E)",Bookstores/Retail Shops,,,,1995,1/27/2023 7:53pm
1499,Metroline,1841 Broad St.,278-6666/ (800)678-7944 newspaper/ entertainment guide,Hartford,CT,,Publications,,,,1995,1/27/2023 7:53pm
1500,Aircraft Book & News,"349 Main St., E. Hartford",569-2324,Hartford,CT,,Erotica,,,,1995,1/27/2023 7:54pm
1501,Danny's Adult World,35 W. Service Rd.,549-1896,Hartford,CT,,Erotica,,,,1995,1/27/2023 7:55pm
1502,Red Lantern Book Store,"1247 Main St., E. Hartford",289-5000,Hartford,CT,,Erotica,,,,1995,1/27/2023 7:55pm
1503,Video Expo,691 Main St.,649-0451,Manchester,CT,,Erotica,,,,1995,1/27/2023 7:56pm
1504,Video Expo,1919 N. Broad St.,235-5512,Meriden,CT,,Erotica,,,,1995,1/27/2023 7:56pm
1505,Hubbard Park,,(AYOR),Meriden,CT,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,1/27/2023 7:57pm
1506,Milford Country News,Rte. 1,,Milford,CT,Cruisy Area,Cruising Areas,checked,,,1995,1/27/2023 7:57pm
1507,Weber's Travel Services,24 Cedar St.,229-4846,New Britain,CT,(IGTA),Travel/Tour Operators,,,,1995,1/27/2023 7:58pm
1508,Walnut Hill Park,Veterans Monument,(AYOR),New Britain,CT,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,1/27/2023 7:58pm
1509,Community Real Estate Referrals,,"(800)346-5592, gay realtor at your service",New Haven,CT,,Info Lines & Services,checked,,,1995,1/27/2023 7:59pm
1510,Anthony & Cleopatra's,133 Hamilton St.,"865-0404 nude dancers, juice bar",New Haven,CT,"(S),(V),(18+)",Bars,,,,1995,1/27/2023 8:00pm
1511,Bar,254 Crown,"495-8924 4pm-1am, til 2am Fri-Sat",New Haven,CT,"(GF),D,(WC)",Bars,,,,1995,1/27/2023 8:00pm
1512,"Chapel Pub, The",1150 Chapel St.,"789-8612 11:30am-1am, til 2am Fri-Sat, from 3pm Sun, piano bar; also restaurant",New Haven,CT,"(MW),(F)",Bars,,,,1995,1/27/2023 8:02pm
1513,"Phoenix, The",85 St. John St.,"865-3911 8pm-1am, til 2am Fri-Sat, 2 flrs.; also Kay's Place restaurant, 24hrs",New Haven,CT,"D,(WC)",Bars,,,,1995,1/27/2023 8:03pm
1514,Saloon,216 Crown St.,"776-5569 4pm-1am, til 2am wknds",New Haven,CT,"(MW),D,(WC)",Bars,,,,1995,1/27/2023 8:03pm
1515,Plaza Travel Center,49 College St.,777-7334/ (800)933-3782,New Haven,CT,(IGTA),Travel/Tour Operators,,,,1995,1/27/2023 8:04pm
1516,Metroline,"1841 Broad St., Hartford, 06114",278-6666/ (800)678-7944 regional newspaper/ entertainment guide,New Haven,CT,,Publications,,,,1995,1/27/2023 8:06pm
1517,Fairmont Theatre,33 Main St.,467-3832,New Haven,CT,,Erotica,,,,1995,1/27/2023 8:07pm
1518,Nu-Haven Book & Video (Video Expo),754 Chapel St.,562-5867,New Haven,CT,,Erotica,,,,1995,1/27/2023 8:07pm
1519,New London People's Forum Affirming Lesbian/Gay & Bisexual Identity,,"443-8855, 7:30pm Wed, social support group",New London,CT,,Info Lines & Services,checked,,,1995,1/27/2023 8:37pm
1520,Frank's Place,9 Tilley St.,"443-8883 4pm-1am, til 2am Fri-Sat, huge patio, Sun brunch",New London,CT,"(MW),D,(E),(WC)",Bars,,,,1995,1/27/2023 8:38pm
1521,Ocean Park Beach,nr. boardwalk,(AYOR),New London,CT,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,1/27/2023 8:39pm
1522,Gay Men's Group of Fairfield County,(at Triangle Ctr.),"846-4905 7:30pm, 3rd Tues, social/support",Norwalk,CT,,Info Lines & Services,checked,,,1995,1/27/2023 8:40pm
1523,Triangle Community Center,25 Van Zant St.,"853-0600, 7:30pm-9:30pm Mon-Fri",Norwalk,CT,,Info Lines & Services,,,,1995,1/27/2023 8:40pm
1524,B.W. Travel,9 Mott Ave.,852-0200,Norwalk,CT,(IGTA),Travel/Tour Operators,,,,1995,1/27/2023 8:41pm
1525,Info Line for Southeastern Connecticut,74 W. Main St.,"886-0516, 8am-9pm Mon-Fri, info, referrals & crisis counseling",Norwich,CT,,Info Lines & Services,,,,1995,1/27/2023 8:42pm
1526,Norwich Book & Video,5 Falls Ave.,887-5058,Norwich,CT,,Erotica,,,,1995,1/27/2023 8:43pm
1527,Frog Rock,,(AYOR),Pomfret,CT,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,1/27/2023 8:43pm
1528,Brownstone Travel Agency,278 Main St.,342-3450/ (800)888-4169 contact Bruce,Portland,CT,,Travel/Tour Operators,,,,1995,1/27/2023 8:44pm
1529,Club Mirage,80 Townline Rd. (Townline Plaza),257-0233 18+ Th & Sat,Rocky Hill ,CT,(GF),Bars,,,,1995,1/27/2023 8:45pm
1530,Gay/Lesbian Guide Line,,"327-0767, 7pm-10pm Tues & Th, statewide counseling & referrals",Stamford,CT,,Info Lines & Services,checked,,,1995,1/27/2023 8:46pm
1531,Cove Island Beach,,,Stamford,CT,Cruisy Area,Cruising Areas,checked,,,1995,1/27/2023 8:46pm
1532,Bisexual/Gay/Lesbian Association,"Box U-8, 2110 Hillside Rd., U of CT, 06268","486-3679, 7:30pm Th",Storrs,CT,,Info Lines & Services,checked,,,1995,1/27/2023 8:47pm
1533,Choices,8 N. Turnpike Rd.,"949-9380 7pm-1am, clsd Sun-Mon",Wallingford,CT,"D,(E)",Bars,,,,1995,1/27/2023 8:48pm
1534,Maxie's Cafe,2627 Waterbury Rd.,"574-1629 6pm-1am, til 2am Fri-Sat, clsd Mon",Waterbury,CT,"(MW),D,(E)",Bars,,,,1995,1/27/2023 8:49pm
1535,Lakewood Ponds,,,Waterbury,CT,Cruisy Area,Cruising Areas,checked,,,1995,1/27/2023 8:49pm
1536,"Brook Cafe Inc., The",919 Post Rd. E.,"222-2233 5pm-1am, til 2am Fri-Sat, til 11pm Sun, patio",Westport,CT,"(*),D,(E),(S),(WC)",Bars,,,,1995,1/27/2023 8:50pm
1537,Sherwood Isle State Park,"E. beach, far end, I-95 exit 18","(Summers, AYOR)",Westport,CT,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,1/27/2023 8:51pm
1538,Video Expo,1870 Berlin Turnpike,257-8663,Wethersfield ,CT,,Erotica,,,,1995,1/27/2023 8:52pm
1539,Everyday Books & Cafe,713 Main St.,"423-3474 10am-8pm, clsd Sun-Mon, progressive bookstore, cafe 11:30am-8pm, vegetarian & seafood",Williamantic,CT,(WC),Bookstores/Retail Shops,,,,1995,1/27/2023 8:53pm
1540,Thread City Book & Novelty,503 Main St.,456-8131,Williamantic,CT,,Erotica,,,,1995,1/27/2023 8:53pm
1541,Community Real Estate Referrals,,"(800)346-5592, gay realtor at your service",Bethany Beach,DE,,Info Lines & Services,checked,,,1995,1/27/2023 8:54pm
1542,Nomad Village,"Box 1, Rte. 1, 3mi. N. in Tower Shores",539-7581 call for hours; also Oasis,Bethany Beach,DE,"(MW),D",Bars,checked,,,1995,1/27/2023 8:55pm
1543,Community Real Estate Referrals,,"(800346-5592, gay realtor at your service",Dover,DE,,Info Lines & Services,checked,,,1995,1/27/2023 8:56pm
1544,Rumors,2206 N. Dupont Hwy.,678-8805 11am-2am,Dover,DE,"(*),(MW),D,(F),(S),(WC)",Bars,,,,1995,1/27/2023 8:57pm
1545,Camp Rehoboth,39B Baltimore Ave.,227-5620 info service for gay/lesbian businesses,Rehoboth Beach,DE,,Info Lines & Services,,,,1995,1/27/2023 8:58pm
1546,Community Real Estate Referrals,,"(800)346-5592, gay realtor at your service",Rehoboth Beach,DE,,Info Lines & Services,,,,1995,1/27/2023 8:58pm
1547,Beach House,15 Hickman St.,227-7074/ (800)283-4667 B&B,Rehoboth Beach,DE,"(GF),(SW)",Accommodations,,,,1995,1/27/2023 8:59pm
1548,Kingston Inn,703 Rehoboth Ave.,227-8487 seasonal B&B,Rehoboth Beach,DE,(GF),Accommodations,,,,1995,1/27/2023 9:00pm
1549,Mallard Guest House,67 Lake Ave.,226-3448; also 60 Baltimore location,Rehoboth Beach,DE,(MW),Accommodations,,,,1995,1/27/2023 9:01pm
1550,Rehoboth Guest House,40 Maryland Ave.,227-4117 B&B,Rehoboth Beach,DE,(MW),Accommodations,,,,1995,1/27/2023 9:01pm
1551,"Renegade, The",4274 Hwy. 1,227-4713 bar & restaurant,Rehoboth Beach,DE,"(*),(MW),D,(F),(SW)",Accommodations,,,,1995,1/27/2023 9:02pm
1552,Sand in My Shoes,Canal & 6th St.,"226-2006/ (800)231-5856 B&B, hot tub & sundeck, pets welcome",Rehoboth Beach,DE,(MW),Accommodations,checked,,,1995,1/27/2023 9:03pm
1553,Silver Lake,133 Silver Lake Dr.,226-2115/ (800)842-2115 nr. Poodle Beach,Rehoboth Beach,DE,"(MW),(IGTA)",Accommodations,,,,1995,1/27/2023 9:04pm
1554,Blue Moon,35 Baltimore Ave.,"227-6515 popular happy hour, dinner & Sun brunch, clsd Dec & Jan",Rehoboth Beach,DE,"(*),(MW),(F)",Bars,,,,1995,1/27/2023 9:04pm
1555,Back Porch Cafe,59 Rehoboth Ave.,"227-3674 lunch & dinner, Sun brunch, some veggie, seasonal",Rehoboth Beach,DE,(GF),Restaurants & Cafes,,,,1995,1/27/2023 9:05pm
1556,Celsius,50-C Wilmington Ave.,"227-5767 5:30pm-11pm, northern Italy/French, some veggie",Rehoboth Beach,DE,(WC),Restaurants & Cafes,,,,1995,1/27/2023 9:07pm
1557,Ground Zero,50 Wilmington Ave.,"227-8041 6pm-2am, full bar",Rehoboth Beach,DE,"(MW),(WC)",Restaurants & Cafes,,,,1995,1/27/2023 9:08pm
1558,La La Land,22 Wilmington Ave.,"227-3387 full bar, patio, seasonal",Rehoboth Beach,DE,,Restaurants & Cafes,,,,1995,1/27/2023 9:09pm
1559,Square One,37 Wilmington Ave.,"227-1994 5pm-1am, seasonal",Rehoboth Beach,DE,(MW),Restaurants & Cafes,,,,1995,1/27/2023 9:10pm
1560,Sydney's Side Street Restaurant & Blues Place,25 Christian St.,"227-1339 4pm-1am, winter hours vary, full bar",Rehoboth Beach,DE,(E),Restaurants & Cafes,,,,1995,1/27/2023 9:10pm
1561,Tijuana Taxi,207 Rehoboth Ave.,227-1986,Rehoboth Beach,DE,,Restaurants & Cafes,,,,1995,1/27/2023 9:11pm
1562,Lambda Rising,39 Baltimore Ave.,"227-6969, 10am-midnight, noon-10pm (winters)",Rehoboth Beach,DE,,Bookstores/Retail Shops,,,,1995,1/27/2023 9:11pm
1563,Cape Henlopen State Park Beach,,,Rehoboth Beach,DE,Cruisy Area,Cruising Areas,checked,,,1995,1/27/2023 9:12pm
1564,Carpenter's Beach,below S. end of Boardwalk at foot of Queen St.,,Rehoboth Beach,DE,Cruisy Area,Cruising Areas,checked,,,1995,1/27/2023 9:13pm
1565,Poodle Beach,S. part of Boardwalk,,Rehoboth Beach,DE,Cruisy Area,Cruising Areas,checked,,,1995,1/27/2023 9:13pm
1566,Community Real Estate Referrals,,"(800)346-5592, gay realtor at your service",Wilmington,DE,,Info Lines & Services,checked,,,1995,1/27/2023 9:14pm
1567,814 Club,814 Shipley St.,657-5730 also restaurant,Wilmington,DE,"(MW),D",Bars,,,,1995,1/27/2023 9:14pm
1568,Everybody's,11 E. 4th St.,"(upstairs) opens 10pm, clsd Sun-Tues (unlicensed; AYOR)",Wilmington,DE,"(MW),D,(MRC-AF)",Bars,,,,1995,1/27/2023 9:15pm
1569,Renaissance,107 W. 6th St.,652-9435 10am-2am,Wilmington,DE,"(*),(MW),D,(F),(E)",Bars,,,,1995,1/27/2023 9:16pm
1570,Roam,913 Shipley St.,(upstairs) 658-7626 5pm-2am,Wilmington,DE,"(*),(MW),D,(MRC-AF),(YC)",Bars,,,,1995,1/27/2023 9:17pm
1571,"Coyote Cafe, The",1801 Lancaster Ave.,"652-1377 lunch & dinner, full bar",Wilmington,DE,,Restaurants & Cafes,,,,1995,1/27/2023 9:17pm
1572,"Shipley Grill, The",913 Shipley St.,"652-7797 lunch & dinner, fine dining, full bar",Wilmington,DE,,Restaurants & Cafes,,,,1995,1/27/2023 9:18pm
1573,Discount Adult Books,"174 S. DuPont Hwy., New Castle",328-4812,Wilmington,DE,,Erotica,,,,1995,1/27/2023 9:18pm
1574,8th St.,btwn. Shipley & Tetnell,,Wilmington,DE,Cruisy Area,Cruising Areas,checked,,,1995,1/27/2023 9:19pm
1575,Brandywine Park,footbridge & woods,(AYOR),Wilmington,DE,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,1/27/2023 9:19pm
1576,AA Gay/Lesbian,,797-3580 (substance abuse info line #) also see listing in The Washington Blade,Washington,DC,,Info Lines & Services,checked,,,1995,1/27/2023 9:20pm
1577,Adventuring,"PO Box 18118, 20036",lesbigay outdoors group,Washington,DC,,Info Lines & Services,checked,,,1995,1/27/2023 9:21pm
1578,Asians & Friends,,387-2742,Washington,DC,,Info Lines & Services,checked,,,1995,1/27/2023 9:22pm
1579,BiCentrist Alliance,,828-3065 national bisexual organization,Washington,DC,,Info Lines & Services,checked,,,1995,1/27/2023 9:22pm
1580,Black & White Men Together,,546-3341 active multiracial/ multicultural social org.,Washington,DC,,Info Lines & Services,checked,,,1995,1/27/2023 9:23pm
1581,Community Real Estate Referrals,,"(800)346-5592, gay realtor at your service",Washington,DC,,Info Lines & Services,checked,,,1995,1/27/2023 9:24pm
1582,Gay/Lesbian Hotline,(Whitman Walker Clinic),"833-3234, 7pm-11pm, crisis counseling & referrals",Washington,DC,,Info Lines & Services,checked,,,1995,1/27/2023 9:24pm
1583,Gay/Lesbian Switchboard,,"628-4667/ 628-4669 (TDD) 7:30pm-10:30pm, peer counseling & referrals",Washington,DC,,Info Lines & Services,checked,,,1995,1/27/2023 9:26pm
1584,Hola Gay,,"332-2192, 7pm-11pm, hotline (en espanol)",Washington,DC,,Info Lines & Services,checked,,,1995,1/27/2023 9:26pm
1585,Latino/a Lesbian/Gay Organization (LLEGO),"300 'I' St. NE, 4th flr.","544-0092, also produces bi-monthly newsletter",Washington,DC,,Info Lines & Services,,,,1995,1/27/2023 9:27pm
1586,Lesbian/Gay Youth Helpline,(at Sexual Minority Youth Assistance League),"546-5911, 7pm-10pm Mon-Fri, for youth 14-21",Washington,DC,,Info Lines & Services,checked,,,1995,1/27/2023 9:28pm
1587,Transgender Education Association,"PO Box 16036, Arlington, VA 22215","(301)949-3822, social/support org. for transvestites/transsexuals",Washington,DC,,Info Lines & Services,checked,,,1995,1/27/2023 9:30pm
1588,Triangle Club,2030 'P' St. NW,"659-8641, site for various 12-step groups",Washington,DC,,Info Lines & Services,,,,1995,1/27/2023 9:30pm
1589,"Brenton, The",1708 16th St. NW,332-5550/ (800)673-9042 B&B,Washington,DC,(IGTA),Accommodations,,,,1995,1/27/2023 9:31pm
1590,Capitol Hill Guest House,101 5th St. NE,547-1050 B&B,Washington,DC,(GF),Accommodations,,,,1995,1/27/2023 9:32pm
1591,"Carlyle Suites, The",1731 New Hampshire Ave. NW,234-3200. (800)964-5377,Washington,DC,"(GF),(F)",Accommodations,,,,1995,1/27/2023 9:32pm
1592,Embassy Inn,1627 16th St. NW,234-7800/ (800)423-9111 B&B,Washington,DC,(GF),Accommodations,,,,1995,1/27/2023 9:33pm
1593,Kalorama Guest House,1854 Mintwood Pl. NW,667-6369 B&B,Washington,DC,(GF),Accommodations,,,,1995,1/27/2023 9:34pm
1594,Kalorama Guest House at Woodley Park,2700 Cathedral Ave. NW,328-0860 B&B,Washington,DC,(GF),Accommodations,,,,1995,1/27/2023 9:34pm
1595,"Little White House, The",2909 Pennsylvania Ave. SE,583-4074 B&B,Washington,DC,(MW),Accommodations,,,,1995,1/27/2023 9:35pm
1596,Mallard of Olde Towne,"106 Commerce St. (Alexandria, VA)",(703)548-5618,Washington,DC,(MW),Accommodations,,,,1995,1/27/2023 9:36pm
1597,"River Inn, The",924 25th St. NW at 'K',337-7600/ (800) 424-2741 also Foggy Bottom Cafe,Washington,DC,"(GF),(WC)",Accommodations,,,,1995,1/28/2023 2:32am
1598,Savoy Suites Hotel,"205 Wisconsin Ave. NW, Georgetown",337-9700/ (800)944-5377 mostly straight; also Italian restaurant,Washington,DC,"(GF),(WC)",Accommodations,,,,1995,1/28/2023 2:33am
1599,Windsor Inn,1842 16th St. NW,667-0300/ (800)423-9111 B&B,Washington,DC,(GF),Accommodations,,,,1995,1/28/2023 2:34am
1600,"Annex, The",(upstairs at Badlands),296-0505 9pm-5am Fri-Sat,Washington,DC,"(*),(S),(V)",Bars,checked,,,1995,1/28/2023 2:36am
1601,Bachelors Mill,(downstairs in Back Door Pub),"544-1913 8pm-2am, til 5am Fri-Sat",Washington,DC,"(MW),D,(MRC-AF),(S),(WC)",Bars,checked,,,1995,1/28/2023 2:38am
1602,Back Door Pub,1104 8th St. SE,"546-5979 5pm-?, cruisy",Washington,DC,"(MW),(MRC-AF)","Bars,Cruising Areas",,,,1995,1/28/2023 2:44am
1603,Badlands,1415 22nd St. NW,"296-0505 9pm-2am, til 5am Fri-Sat, clsd Mon & Wed",Washington,DC,"(*),D,(V),(YC),(WC)",Bars,,,,1995,1/28/2023 2:41am
1604,Beverly Hills Club,319 Pennsylvania Ave. SE,544-6600 3 flrs.; also restaurant,Washington,DC,"(GF),D",Bars,,,,1995,1/28/2023 2:42am
1605,"Blue Penguin, The",801 Pennsylvania Ave. SE,"547-4568 11al-2am, til 3am Fri-Sat, T-dance Sun; also restaurant, lunch & dinner, some veggie",Washington,DC,"(MW),D,(P),(E),(K),(S)",Bars,,,,1995,1/28/2023 2:44am
1606,Brass Rail,476 'K' St. NW,"371-6983 11am-2am; also carryout food service 7am-11pm, from 10am Sun",Washington,DC,"(MRC-AF),(E),(WC)",Bars,,,,1995,1/28/2023 2:45am
1607,"Circle, The",1629 Connecticut Ave. NW,462-5575 11am-2am,Washington,DC,"(*),D,(F)",Bars,,,,1995,1/28/2023 2:47am
1608,D.C. Eagle,"639 New York, NW","347-6025 noon-2am, til 3am Fri-Sat, cruisy ",Washington,DC,"(*),(L),(WC)","Bars,Cruising Areas",,,,1995,1/28/2023 2:48am
1609,El Faro,2411 18th St. NW,387-6554 11am-2am; also Mexican/El Salvadorean restaurant,Washington,DC,"(MW),(MRC-L),(E)",Bars,,,,1995,1/28/2023 2:50am
1610,"Fireplace, The",2161 'P' St. NW,"293-1293 1pm-2am, til 3am Fri-Sat",Washington,DC,"(*),(NH),(V)",Bars,,,,1995,1/28/2023 2:51am
1611,Fraternity House,2122 'P' St. NW (rear),"223-4917 4pm-2am, 8pm-5am wknds",Washington,DC,"(*),D,(V),(YC)",Bars,,,,1995,1/28/2023 2:52am
1612,"Green Lantern, The",1335 Green Court NW,638-5133/ 393-8984 1pm-2am,Washington,DC,"(*),(V)",Bars,,,,1995,1/28/2023 2:53am
1613,J.R.'s Bar 'n Grill,1519 17th St. NW,"328-0090 11am-2am, til 3am Fri-Sat, cruisy, hot cocktail hour",Washington,DC,"(*),(V),(YC)","Bars,Cruising Areas",,,,1995,1/28/2023 2:55am
1614,La Cage aux Follies,1354 S. Capitol SE,"554-3615 7pm-2am, til 3am Fri-Sat, nude go-go boys",Washington,DC,"(*),(S),(V),(YC)",Bars,,,,1995,1/28/2023 2:57am
1615,Larry's Lounge,1836 18th St. at 'T' St. NW,"483-1483 5pm-midnught, til 1am Fri-Sat; also coffeehouse",Washington,DC,(NH),Bars,,,,1995,1/28/2023 2:59am
1616,Lost & Found,56 'L' St. SE,"488-1200 9pm-2am, til 5am Fri-Sat, clsd Mon-Tues",Washington,DC,"(MW),D,(WC)",Bars,,,,1995,1/28/2023 3:00am
1617,Mr. Henry's Capitol Hill,601 Pennsylvania Ave. SE,"546-8412 also restaurant, lunch & dinner",Washington,DC,"(*),(GF),(WC)",Bars,,,,1995,1/28/2023 3:01am
1618,Mr. P's,2147 'P' St. NW,"293-1064 3pm-2am, cruisy",Washington,DC,(V),"Bars,Cruising Areas",,,,1995,1/28/2023 3:02am
1619,Nob Hill,1101 Kenyon NW,"797-1101 5pm-2am, from 6pm wknds",Washington,DC,"D,(MRC-AF),(F),(S)",Bars,,,,1995,1/28/2023 3:03am
1620,Remington's,639 Pennsylvania Ave. SE,"543-3113 11am-2am, til 3am Fri-Sat",Washington,DC,"(*),D,(CW),(V),(WC)",Bars,,,,1995,1/28/2023 3:04am
1621,Tracks,1111 First St. SE,"488-3320 9pm-4am, gay wknds",Washington,DC,"(*),(MW),D,(A),(F),(YC),(WC)",Bars,,,,1995,1/28/2023 3:05am
1622,Trumpets,1603 17th St. NW,"232-4141 4pm-2am; also restaurant, New American, some veggie",Washington,DC,"(*),(MW),(P),(WC)",Bars,,,,1995,1/28/2023 3:06am
1623,Ziegfelds,1345 Half St. SE,"554-5141 8pm-2am, clsd Mon-Wed",Washington,DC,"(MW),D,(A),(E),(S)",Bars,,,,1995,1/28/2023 3:07am
1624,Zone,52 'L' St. SE,"488-1200 9pm-?, clsd Mon-Tues, nude go-go boys",Washington,DC,(S),Bars,,,,1995,1/28/2023 3:08am
1625,2 Quail,320 Massachusetts Ave. NE,"543-8030 New American, full bar",Washington,DC,(*),Restaurants & Cafes,,,,1995,1/28/2023 3:09am
1626,Annie's Paramount Steak House,1609 17th St. NW,"232-0395 opens 11am, 24hrs Fri-Sat, full bar",Washington,DC,(*),Restaurants & Cafes,,,,1995,1/28/2023 3:10am
1627,Armand's Chicago Pizza,4231 Wisconsin Ave. NW,"686-9450, 10am-11pm, til 1am Fri-Sat",Washington,DC,,Restaurants & Cafes,,,,1995,1/28/2023 3:11am
1628,Armand's Chicago Pizza,"226 Massachusetts Ave. NE, Capitol Hill",547-6600,Washington,DC,,Restaurants & Cafes,,,,1995,1/28/2023 3:12am
1629,"Belmont Kitchen, The",2400 18th St. NW,"667-1200 clsd Mon, popular brunch",Washington,DC,(WC),Restaurants & Cafes,,,,1995,1/28/2023 3:12am
1630,Boss Shepherd's,1527 17th St. NW,328-8193 full bar,Washington,DC,,Restaurants & Cafes,,,,1995,1/28/2023 3:13am
1631,Cafe Berlin,322 Massachusetts Ave. NE,"543-7656 lunch & dinner, dinner only Sun",Washington,DC,,Restaurants & Cafes,,,,1995,1/28/2023 3:14am
1632,Cafe Japon,2032 'P' St. NW,"223-1573 5:30pm-2am, til 3am Fri-Sat",Washington,DC,"(MRC-A),(E),(K)",Restaurants & Cafes,,,,1995,1/28/2023 3:15am
1633,Cafe Luna,1633 'P' St.,"387-4005 8am-11pm, til 1am Fri-Sat, healthy, very veggie",Washington,DC,"(*),(MW),(MRC)",Restaurants & Cafes,,,,1995,1/28/2023 3:16am
1634,"Circle, The",1629 Connecticut Ave. NW (upstairs),"462-5575 lunch, dinner, Sun brunch",Washington,DC,(WC),Restaurants & Cafes,,,,1995,1/28/2023 3:16am
1635,Ferrara's Dupont,Connecticut Ave & 'Q' St. NW,"232-1107 7am-10pm, til 11pm Fri-Sat, coffee & desserts",Washington,DC,(*),Restaurants & Cafes,checked,,,1995,1/28/2023 3:18am
1636,Guapo's,4515 Wisconsin Ave NW,"686-3588 lunch & dinner, Mexican, full bar",Washington,DC,,Restaurants & Cafes,,,,1995,1/28/2023 3:18am
1637,HIV + Coffeehouse,2111 Florida Ave. NW (Friends Meeting House),"483-3310, 7:30pm-10:30pm Sat, for those HIV+, their friends & lovers",Washington,DC,,Restaurants & Cafes,,,,1995,1/28/2023 3:20am
1638,Howard's Grill,613 Pennsylvania Ave. SE,"543-2850 11am-2am, American, some veggie, full bar",Washington,DC,"(MW),(WC)",Restaurants & Cafes,,,,1995,1/28/2023 3:21am
1639,"Islander, The",1762 Columbia Rd. NW,"234-4955 noon-10pm, from 5pm Mon, clsd Sun, Caribbean, some veggie",Washington,DC,(BYOB),Restaurants & Cafes,,,,1995,1/28/2023 3:22am
1640,Kramer Books & Afterwords,1517 Connecticut Ave. NW,"387-1400 opens 7:30am, 24hrs wknds, cafe & bookstore",Washington,DC,,Restaurants & Cafes,,,,1995,1/28/2023 3:23am
1641,Lauriol Plaza,1801 18th St. NW,"387-0035, noon-midnight, Latin American",Washington,DC,,Restaurants & Cafes,,,,1995,1/28/2023 3:24am
1642,Montien Thai,2427 18th St. NW,"232-8989, 11am-11pm, til midnight Fri-Sat",Washington,DC,,Restaurants & Cafes,,,,1995,1/28/2023 3:25am
1643,Roxanne,2319 18th St. NW,"462-8330, 5pm-11pm, bar til 2am wknds, American/Southwestern, some veggie; also Peyote Cafe, TexMex",Washington,DC,,Restaurants & Cafes,,,,1995,1/28/2023 3:26am
1644,Sala Thai,2016 'P' St. NW,"872-1144 lunch & dinner, some veggie",Washington,DC,,Restaurants & Cafes,,,,1995,1/28/2023 3:27am
1645,Skewers,1633 'P' St. NW,"387-7400 11:30am-11pm, til midnight Fri-Sat, Middle Eastern, full bar",Washington,DC,(*),Restaurants & Cafes,,,,1995,1/28/2023 3:28am
1646,Straits of Malaya,1836 18th St. NW,"483-1483 full bar, rooftop patio",Washington,DC,(MW),Restaurants & Cafes,,,,1995,1/28/2023 3:28am
1647,Trio,1537 17th St. NW,"232-6305, 7:30am-11:30pm",Washington,DC,,Restaurants & Cafes,,,,1995,1/28/2023 3:29am
1648,Trocadero Cafe,1914 Connecticut Ave. (Hotel Pullman),"797-2000 small, intimate French restaurant",Washington,DC,(WC),Restaurants & Cafes,,,,1995,1/28/2023 3:30am
1649,Bick's Books,2309 19th St. NW,"328-2356, 10am-11pm",Washington,DC,,Bookstores/Retail Shops,,,,1995,1/31/2023 4:23am
1650,Earth Star Connection,1218 31st St. NW Georgetown,"965-2989, 10am-7pm, til 8pm Fri-Sat, noon-7pm Sun, rock shop, crystals, Native American handcrafts",Washington,DC,,Bookstores/Retail Shops,,,,1995,1/31/2023 4:24am
1651,Lambda Rising,1625 Connecticut Ave. NW,"462-6969 10am-midnight, lesbigay",Washington,DC,(WC),Bookstores/Retail Shops,,,,1995,1/31/2023 4:25am
1652,Magical Child,2112 18th St. NW,"232-3655, noon-8pm, new age bookstore & occult supplies",Washington,DC,,Bookstores/Retail Shops,,,,1995,1/31/2023 4:27am
1653,"Map Store Inc., The",1636 'I' St. NW,628-2608/ (800)544-2659 extensive maps & travel guides,Washington,DC,,Bookstores/Retail Shops,,,,1995,1/31/2023 4:27am
